Datum (MEZ),Nicht Erneuerbar,Erneuerbar,Day Ahead Auktion
2024-11-02T01:00+01:00,17133.39046,20944.61539,92.56
2024-11-02T01:15+01:00,17207.66426,20277.2969,80.8
2024-11-02T01:30+01:00,17206.286,19917.5241,79.6
2024-11-02T01:45+01:00,17235.71903,19645.2338,76.7
2024-11-02T02:00+01:00,17133.36273,19325.74758,87.4
2024-11-02T02:15+01:00,17178.98868,18912.33058,77.3
2024-11-02T02:30+01:00,17179.48173,18595.6358,78.7
2024-11-02T02:45+01:00,17168.6779,18327.37846,79.6
2024-11-02T03:00+01:00,17264.8247,18505.60545,72.88
2024-11-02T03:15+01:00,17266.61596,18541.8417,73.5
2024-11-02T03:30+01:00,17205.49244,18459.8022,78.5
2024-11-02T03:45+01:00,17182.01757,18392.1095,82.6
2024-11-02T04:00+01:00,17033.00485,18452.54797,73.4
2024-11-02T04:15+01:00,17074.19838,18300.33478,73.5
2024-11-02T04:30+01:00,17067.71603,18037.56409,85.54
2024-11-02T04:45+01:00,17193.50137,17725.6601,90.2
2024-11-02T05:00+01:00,17484.37554,17635.68097,55.06
2024-11-02T05:15+01:00,17459.61382,17450.52334,62.59
2024-11-02T05:30+01:00,17533.34629,17284.93288,92.02
2024-11-02T05:45+01:00,17736.18302,17058.00784,129.94
2024-11-02T06:00+01:00,18152.74307,16740.5727,65.57
2024-11-02T06:15+01:00,18276.18232,16262.42499,83.4
2024-11-02T06:30+01:00,18319.94731,15924.55085,103.8
2024-11-02T06:45+01:00,18174.71482,15646.51982,111.7
2024-11-02T07:00+01:00,18586.33366,15245.25293,81.1
2024-11-02T07:15+01:00,18714.81393,14970.48039,92.2
2024-11-02T07:30+01:00,18703.33747,14820.14781,103.3
2024-11-02T07:45+01:00,18759.69062,15082.49429,108.59
2024-11-02T08:00+01:00,18559.47105,15199.10156,100.3
2024-11-02T08:15+01:00,18563.86302,15291.07797,107.71
2024-11-02T08:30+01:00,18580.2781,15722.6028,107.4
2024-11-02T08:45+01:00,18683.64712,16083.88561,101.4
2024-11-02T09:00+01:00,18792.2493,16594.70861,95.09
2024-11-02T09:15+01:00,18754.80303,17244.08532,89.1
2024-11-02T09:30+01:00,18746.77078,17920.2109,99.31
2024-11-02T09:45+01:00,18741.45473,18634.78451,103.7
2024-11-02T10:00+01:00,18498.16373,19203.68752,96.9
2024-11-02T10:15+01:00,18291.79472,19821.9806,90.4
2024-11-02T10:30+01:00,18199.5665,20360.83014,86.6
2024-11-02T10:45+01:00,18040.40763,20917.87779,88.05
2024-11-02T11:00+01:00,17838.14339,21182.12254,104.9
2024-11-02T11:15+01:00,17854.68065,21424.06243,76.2
2024-11-02T11:30+01:00,17940.36803,21509.29348,80.1
2024-11-02T11:45+01:00,17975.66277,21539.98413,85.1
2024-11-02T12:00+01:00,17926.81279,21169.68217,95.79
2024-11-02T12:15+01:00,17955.22558,20899.12086,75.1
2024-11-02T12:30+01:00,18111.17957,20552.61338,77.6
2024-11-02T12:45+01:00,18247.70271,20129.07574,82.59
2024-11-02T13:00+01:00,18618.79516,19751.89901,104.91
2024-11-02T13:15+01:00,18842.74535,19175.89023,78.5
2024-11-02T13:30+01:00,19311.00657,18390.67632,80.09
2024-11-02T13:45+01:00,19929.18258,17623.94701,90.09
2024-11-02T14:00+01:00,20303.46618,16905.43763,97.95
2024-11-02T14:15+01:00,20642.52391,16145.13288,84
2024-11-02T14:30+01:00,20870.16202,15298.04801,92.8
2024-11-02T14:45+01:00,21329.58927,14328.99849,110.08
2024-11-02T15:00+01:00,22471.06228,13289.24148,107.01
2024-11-02T15:15+01:00,23040.70012,12343.9583,102.3
2024-11-02T15:30+01:00,23423.9082,11378.902,113.4
2024-11-02T15:45+01:00,23550.71754,10593.67118,130.08
2024-11-02T16:00+01:00,23849.64987,9875.009538,114.7
2024-11-02T16:15+01:00,23932.40837,9484.195631,114.61
2024-11-02T16:30+01:00,23991.1852,9542.612352,137.9
2024-11-02T16:45+01:00,24073.94638,9747.796286,152.8
2024-11-02T17:00+01:00,24149.39176,10082.14797,149.46
2024-11-02T17:15+01:00,24178.88732,10389.96497,159.9
2024-11-02T17:30+01:00,24173.60955,10536.34295,164.9
2024-11-02T17:45+01:00,24219.51998,10610.75177,169.97
2024-11-02T18:00+01:00,24233.80647,10534.86523,164.91
2024-11-02T18:15+01:00,24234.13825,10689.7924,156.6
2024-11-02T18:30+01:00,24224.00133,10799.55989,155.13
2024-11-02T18:45+01:00,24204.75995,10809.15451,148.7
2024-11-02T19:00+01:00,24045.04826,10817.08303,169.95
2024-11-02T19:15+01:00,24055.47322,10729.90711,158.04
2024-11-02T19:30+01:00,24057.80601,10783.59565,130.8
2024-11-02T19:45+01:00,24025.77992,10786.92952,120.08
2024-11-02T20:00+01:00,23966.2644,10913.64879,164.96
2024-11-02T20:15+01:00,23904.75605,10663.63468,122.56
2024-11-02T20:30+01:00,23878.42358,10517.42294,110.03
2024-11-02T20:45+01:00,23680.82305,10490.96653,82.04
2024-11-02T21:00+01:00,23729.91092,10604.35811,141.9
2024-11-02T21:15+01:00,23343.32876,10607.58935,112.4
2024-11-02T21:30+01:00,23028.66966,10640.06014,95.09
2024-11-02T21:45+01:00,22897.62916,10692.46465,85.08
2024-11-02T22:00+01:00,22483.36717,10745.95904,142.42
2024-11-02T22:15+01:00,22345.68386,10885.69105,104.1
2024-11-02T22:30+01:00,22058.72892,10945.24434,90.06
2024-11-02T22:45+01:00,21362.54639,11031.45229,80.05
2024-11-02T23:00+01:00,20753.98307,11054.4606,117.8
2024-11-02T23:15+01:00,20472.18475,11030.69387,103.18
2024-11-02T23:30+01:00,20386.81502,10980.93079,90.2
2024-11-02T23:45+01:00,20287.50294,10968.56318,83.2
2024-11-03T00:00+01:00,20098.53483,10959.52328,114.8
2024-11-03T00:15+01:00,19998.70772,11005.4325,97.3
2024-11-03T00:30+01:00,19788.02277,11200.27126,91.4
2024-11-03T00:45+01:00,19351.84601,11278.32759,86.5
2024-11-03T01:00+01:00,18875.4675,11165.25266,99.07
2024-11-03T01:15+01:00,18649.31585,11096.41335,88.3
2024-11-03T01:30+01:00,18566.80215,11018.51777,86.2
2024-11-03T01:45+01:00,18494.39462,11061.3708,82.1
2024-11-03T02:00+01:00,17984.09232,11137.81958,98.9
2024-11-03T02:15+01:00,17895.78341,11186.14034,89.64
2024-11-03T02:30+01:00,17835.34736,11244.90907,80.7
2024-11-03T02:45+01:00,17746.80475,11392.02791,77.7
2024-11-03T03:00+01:00,17679.16105,11444.98655,91.5
2024-11-03T03:15+01:00,17692.46035,11346.00665,89.2
2024-11-03T03:30+01:00,17718.78681,11325.25919,78.53
2024-11-03T03:45+01:00,17660.93444,11333.93366,87.7
2024-11-03T04:00+01:00,17692.09491,11336.87812,93.8
2024-11-03T04:15+01:00,17713.53677,11446.20351,89.2
2024-11-03T04:30+01:00,17775.4676,11574.53423,86.37
2024-11-03T04:45+01:00,17767.06199,11654.67081,82
2024-11-03T05:00+01:00,17803.42912,11674.52261,91.8
2024-11-03T05:15+01:00,17849.41927,11725.65462,77.3
2024-11-03T05:30+01:00,17957.87433,11712.04932,79.4
2024-11-03T05:45+01:00,18055.4165,11842.10412,91.1
2024-11-03T06:00+01:00,18323.68132,12128.87858,90.29
2024-11-03T06:15+01:00,18497.47844,12256.04337,82.9
2024-11-03T06:30+01:00,18512.02423,12382.97525,86.7
2024-11-03T06:45+01:00,18381.9357,12634.8578,89.8
2024-11-03T07:00+01:00,18293.01298,12880.36448,89.47
2024-11-03T07:15+01:00,18371.19645,13197.88271,87.5
2024-11-03T07:30+01:00,18387.50403,13877.3501,92.3
2024-11-03T07:45+01:00,18366.10347,14970.32403,89
2024-11-03T08:00+01:00,18007.73323,16003.12875,113.5
2024-11-03T08:15+01:00,17692.50639,17461.18438,99.4
2024-11-03T08:30+01:00,17588.55429,19046.71697,78.7
2024-11-03T08:45+01:00,17424.94401,20784.37224,74.17
2024-11-03T09:00+01:00,17151.53708,22636.75889,99.9
2024-11-03T09:15+01:00,16841.02576,24402.56756,74
2024-11-03T09:30+01:00,16353.91124,26012.62122,64.6
2024-11-03T09:45+01:00,15811.59734,27479.7992,55.89
2024-11-03T10:00+01:00,15238.18027,28955.36213,64.67
2024-11-03T10:15+01:00,14859.1592,30113.18523,45.1
2024-11-03T10:30+01:00,14332.00877,31275.73025,50.05
2024-11-03T10:45+01:00,13615.98799,32319.73974,52.53
2024-11-03T11:00+01:00,13240.91885,33324.4944,32.18
2024-11-03T11:15+01:00,12887.42055,34085.93673,22.57
2024-11-03T11:30+01:00,12867.6664,34590.04946,33
2024-11-03T11:45+01:00,12733.86325,35045.80674,31.1
2024-11-03T12:00+01:00,12578.2769,35418.11978,20.09
2024-11-03T12:15+01:00,12222.58637,35586.49344,36.2
2024-11-03T12:30+01:00,12089.20976,35482.33896,25.06
2024-11-03T12:45+01:00,12200.03838,35304.67172,24
2024-11-03T13:00+01:00,12484.41689,35049.60225,28.7
2024-11-03T13:15+01:00,12698.40762,34463.87871,30.09
2024-11-03T13:30+01:00,13034.35439,33601.27638,35.06
2024-11-03T13:45+01:00,13640.20229,32111.01719,42.55
2024-11-03T14:00+01:00,14810.93902,30482.7665,65.51
2024-11-03T14:15+01:00,15622.89185,28723.88104,55.09
2024-11-03T14:30+01:00,16178.13642,26834.50588,68.2
2024-11-03T14:45+01:00,16730.36517,24976.86809,88.4
2024-11-03T15:00+01:00,18195.25771,22945.14942,74.02
2024-11-03T15:15+01:00,19099.21338,20929.31711,78.5
2024-11-03T15:30+01:00,20153.84558,18834.52884,100.3
2024-11-03T15:45+01:00,21312.83119,17023.69298,122.6
2024-11-03T16:00+01:00,22482.33816,15636.44529,85.1
2024-11-03T16:15+01:00,23082.64166,14869.55055,99.6
2024-11-03T16:30+01:00,23383.51524,14420.58444,137.68
2024-11-03T16:45+01:00,23445.33777,14431.6539,159.94
2024-11-03T17:00+01:00,23645.36645,14578.70713,112.9
2024-11-03T17:15+01:00,23921.79464,14951.10392,122.5
2024-11-03T17:30+01:00,24142.4101,15157.49192,151.77
2024-11-03T17:45+01:00,24323.0259,15278.94323,169.9
2024-11-03T18:00+01:00,24454.09684,15502.40839,147
2024-11-03T18:15+01:00,24716.86231,15553.69164,131.55
2024-11-03T18:30+01:00,24899.92422,15750.76315,142.9
2024-11-03T18:45+01:00,25065.0926,15941.60964,141.1
2024-11-03T19:00+01:00,25252.60863,15999.50215,141.61
2024-11-03T19:15+01:00,25242.36558,15977.84477,125.1
2024-11-03T19:30+01:00,25198.84791,16120.01564,122.55
2024-11-03T19:45+01:00,25271.3293,16386.4813,113.4
2024-11-03T20:00+01:00,25440.35621,16712.69509,147.23
2024-11-03T20:15+01:00,25229.4198,16694.10657,117.59
2024-11-03T20:30+01:00,25030.04339,16697.45897,110.09
2024-11-03T20:45+01:00,24937.66147,16599.354,100.09
2024-11-03T21:00+01:00,24658.08932,16353.79405,128
2024-11-03T21:15+01:00,24430.8619,15974.27798,109.9
2024-11-03T21:30+01:00,24351.2142,15561.99472,101.3
2024-11-03T21:45+01:00,24419.6783,15056.11335,88.49
2024-11-03T22:00+01:00,24169.7083,14465.67522,120
2024-11-03T22:15+01:00,23984.0626,14149.33419,111.12
2024-11-03T22:30+01:00,23835.64581,13975.81701,98.6
2024-11-03T22:45+01:00,23490.63692,13845.34943,94.4
2024-11-03T23:00+01:00,23037.35542,13488.65471,105.16
2024-11-03T23:15+01:00,22668.85998,13085.13493,96.3
2024-11-03T23:30+01:00,22524.23647,12817.51085,86.6
2024-11-03T23:45+01:00,22439.58572,12543.78209,79.1
2024-11-04T00:00+01:00,21803.59911,12309.89326,111.4
2024-11-04T00:15+01:00,21499.26425,12111.23204,96.44
2024-11-04T00:30+01:00,21300.57763,11931.93389,99
2024-11-04T00:45+01:00,21143.99391,11673.931,84.2
2024-11-04T01:00+01:00,21086.81122,11476.21028,102.9
2024-11-04T01:15+01:00,21085.61054,11279.20444,98.9
2024-11-04T01:30+01:00,21056.75406,11169.90944,91.7
2024-11-04T01:45+01:00,20824.4378,11008.1793,86.2
2024-11-04T02:00+01:00,20777.97982,10924.35116,99.1
2024-11-04T02:15+01:00,20757.84225,10673.06858,92.54
2024-11-04T02:30+01:00,21028.8294,10452.63984,86.6
2024-11-04T02:45+01:00,21094.13565,10365.54614,92.74
2024-11-04T03:00+01:00,21277.54755,10322.64162,94.64
2024-11-04T03:15+01:00,21372.07068,10242.67316,86.5
2024-11-04T03:30+01:00,21593.96748,10194.43288,89
2024-11-04T03:45+01:00,21564.17059,10112.90996,100.9
2024-11-04T04:00+01:00,21705.68749,10032.58948,84.4
2024-11-04T04:15+01:00,21870.82691,9963.73674,84.5
2024-11-04T04:30+01:00,22342.24068,9966.878055,100.1
2024-11-04T04:45+01:00,22936.47741,9848.755411,125.87
2024-11-04T05:00+01:00,24110.67648,9870.220504,50.03
2024-11-04T05:15+01:00,24927.10378,9716.568339,70.05
2024-11-04T05:30+01:00,25572.45612,9808.457158,111.1
2024-11-04T05:45+01:00,26186.39288,9923.230121,182.92
2024-11-04T06:00+01:00,27362.90372,9939.96898,95.6
2024-11-04T06:15+01:00,28090.68633,10224.7671,118.6
2024-11-04T06:30+01:00,28437.96327,10416.30934,139.5
2024-11-04T06:45+01:00,28896.91175,10660.39674,160.42
2024-11-04T07:00+01:00,29374.76139,10596.63167,139.7
2024-11-04T07:15+01:00,29519.47288,10820.63986,145.4
2024-11-04T07:30+01:00,29689.52302,11190.76603,174.92
2024-11-04T07:45+01:00,29827.78675,11599.81755,184.91
2024-11-04T08:00+01:00,29739.20199,12243.49227,158.7
2024-11-04T08:15+01:00,29765.58276,12940.86969,148.6
2024-11-04T08:30+01:00,29808.90298,13671.51853,144.93
2024-11-04T08:45+01:00,29883.41141,14485.20125,159.91
2024-11-04T09:00+01:00,29622.87036,15355.69806,139
2024-11-04T09:15+01:00,29630.24845,16287.37414,121.6
2024-11-04T09:30+01:00,29698.87691,16881.23162,120.73
2024-11-04T09:45+01:00,29699.52252,17745.17894,111.3
2024-11-04T10:00+01:00,29565.16835,18793.20064,136.1
2024-11-04T10:15+01:00,29478.97525,19658.2878,117.3
2024-11-04T10:30+01:00,29351.85506,20487.31853,98.27
2024-11-04T10:45+01:00,29282.05008,21246.26333,85.1
2024-11-04T11:00+01:00,29113.39318,22073.44145,117.2
2024-11-04T11:15+01:00,28546.23128,22760.72932,93.7
2024-11-04T11:30+01:00,28502.00482,23387.70714,92.29
2024-11-04T11:45+01:00,28703.18734,23867.85062,90.1
2024-11-04T12:00+01:00,28534.86813,24241.76859,108.5
2024-11-04T12:15+01:00,28542.96667,24533.77259,100.5
2024-11-04T12:30+01:00,28511.50542,24562.34669,88.9
2024-11-04T12:45+01:00,28509.14629,24498.84377,90.09
2024-11-04T13:00+01:00,28549.26318,24435.95767,98.1
2024-11-04T13:15+01:00,28447.85754,24113.4393,102.73
2024-11-04T13:30+01:00,28420.957,23526.66447,96.6
2024-11-04T13:45+01:00,28486.04676,22779.98168,101.7
2024-11-04T14:00+01:00,28994.59747,21796.85601,100.8
2024-11-04T14:15+01:00,29386.27227,20756.81582,106.95
2024-11-04T14:30+01:00,30088.09241,19521.17178,112.8
2024-11-04T14:45+01:00,30430.93233,18143.41548,133
2024-11-04T15:00+01:00,30754.52082,16604.3505,149.91
2024-11-04T15:15+01:00,31321.0204,15378.07841,146.91
2024-11-04T15:30+01:00,31652.74359,14086.68465,136.5
2024-11-04T15:45+01:00,31600.74387,12779.94503,145
2024-11-04T16:00+01:00,32086.4738,11867.37132,207.26
2024-11-04T16:15+01:00,32685.80506,11515.50172,199.98
2024-11-04T16:30+01:00,33241.44889,11452.35213,209.99
2024-11-04T16:45+01:00,33477.86215,11766.40886,219.98
2024-11-04T17:00+01:00,33607.68888,12087.88206,373.16
2024-11-04T17:15+01:00,33601.94714,12617.88881,240
2024-11-04T17:30+01:00,33720.72636,13116.03463,245
2024-11-04T17:45+01:00,33779.13786,13549.80144,249.98
2024-11-04T18:00+01:00,33789.6665,13891.80537,309.53
2024-11-04T18:15+01:00,33582.4976,14172.06935,244.96
2024-11-04T18:30+01:00,33231.19559,14490.20683,244.95
2024-11-04T18:45+01:00,33113.52358,14818.97164,244.95
2024-11-04T19:00+01:00,33016.06791,15248.22644,234.99
2024-11-04T19:15+01:00,32900.97446,15280.80168,219.93
2024-11-04T19:30+01:00,32532.09281,15217.97476,214.92
2024-11-04T19:45+01:00,32288.12807,15385.70945,155.1
2024-11-04T20:00+01:00,32072.36958,15631.34305,204.92
2024-11-04T20:15+01:00,31720.07801,15500.58157,140.04
2024-11-04T20:30+01:00,31398.10866,15622.50405,130.01
2024-11-04T20:45+01:00,31253.66286,15734.3508,97.01
2024-11-04T21:00+01:00,30876.28206,15778.56403,150.6
2024-11-04T21:15+01:00,30405.08301,15805.42491,125.09
2024-11-04T21:30+01:00,29883.84539,15702.84793,110.07
2024-11-04T21:45+01:00,29714.12337,15783.28966,95.05
2024-11-04T22:00+01:00,29311.50288,15739.33882,152.53
2024-11-04T22:15+01:00,28764.44512,15764.71426,110.09
2024-11-04T22:30+01:00,28428.08025,15899.26949,95.06
2024-11-04T22:45+01:00,27866.39025,16018.62385,80.05
2024-11-04T23:00+01:00,26592.68488,16104.2519,115.11
2024-11-04T23:15+01:00,25814.5273,16105.63906,106
2024-11-04T23:30+01:00,25356.95695,16134.84711,95.3
2024-11-04T23:45+01:00,25061.22773,16075.16777,84.8
2024-11-05T00:00+01:00,25538.06263,15973.83385,114
2024-11-05T00:15+01:00,25078.67957,15947.98356,105.5
2024-11-05T00:30+01:00,24894.62416,15847.87328,98
2024-11-05T00:45+01:00,24700.50682,15729.872,81.14
2024-11-05T01:00+01:00,24693.32793,15598.77761,103.9
2024-11-05T01:15+01:00,24655.68319,15504.62397,98.5
2024-11-05T01:30+01:00,24482.99333,15475.72441,96.6
2024-11-05T01:45+01:00,24396.02738,15360.74499,83.29
2024-11-05T02:00+01:00,24406.93956,15284.2109,99.3
2024-11-05T02:15+01:00,24233.46896,15182.11508,93.1
2024-11-05T02:30+01:00,24237.39566,15172.77601,93.8
2024-11-05T02:45+01:00,24252.85482,15091.74083,92.8
2024-11-05T03:00+01:00,24287.75515,14975.10826,92.9
2024-11-05T03:15+01:00,24225.87006,14899.35631,87.66
2024-11-05T03:30+01:00,24337.74708,14703.9618,96.2
2024-11-05T03:45+01:00,24561.54963,14593.34475,99.2
2024-11-05T04:00+01:00,24651.11276,14506.43034,88.8
2024-11-05T04:15+01:00,24763.2473,14336.93447,88.8
2024-11-05T04:30+01:00,24950.65627,14136.34535,97.8
2024-11-05T04:45+01:00,25160.10679,14091.76294,113.3
2024-11-05T05:00+01:00,25477.57788,14000.32708,60.02
2024-11-05T05:15+01:00,25827.69153,13865.04033,80.05
2024-11-05T05:30+01:00,26664.23285,13660.51002,113.4
2024-11-05T05:45+01:00,27319.84682,13488.51822,149.97
2024-11-05T06:00+01:00,28720.98372,13540.60513,67.59
2024-11-05T06:15+01:00,29721.87713,13569.37562,118.31
2024-11-05T06:30+01:00,30133.79223,13699.07079,143.5
2024-11-05T06:45+01:00,30334.68727,13886.87209,165.3
2024-11-05T07:00+01:00,30452.52492,13736.669,138.1
2024-11-05T07:15+01:00,30515.37812,13832.90062,143.3
2024-11-05T07:30+01:00,30634.13745,14191.86316,154.7
2024-11-05T07:45+01:00,30647.8244,14621.2905,162.6
2024-11-05T08:00+01:00,30580.85101,14967.17683,158.5
2024-11-05T08:15+01:00,30683.41593,15551.98614,147.2
2024-11-05T08:30+01:00,30743.21562,16306.71119,138.8
2024-11-05T08:45+01:00,30770.82155,17002.22872,128.3
2024-11-05T09:00+01:00,30544.38881,17979.19892,145.8
2024-11-05T09:15+01:00,30397.74854,18798.00054,122.8
2024-11-05T09:30+01:00,30229.72491,19321.6014,112.5
2024-11-05T09:45+01:00,30042.64974,19894.41722,96.14
2024-11-05T10:00+01:00,29818.32271,20807.77545,122.9
2024-11-05T10:15+01:00,29699.27858,21492.47049,109.1
2024-11-05T10:30+01:00,29371.50019,22131.94998,93.34
2024-11-05T10:45+01:00,29595.84134,22581.74527,80.09
2024-11-05T11:00+01:00,29065.25338,23025.53037,111.4
2024-11-05T11:15+01:00,28957.43556,23295.8651,99.3
2024-11-05T11:30+01:00,29019.76545,23518.99923,96.8
2024-11-05T11:45+01:00,29011.18958,23647.10081,80.1
2024-11-05T12:00+01:00,28832.45689,23673.53919,105.1
2024-11-05T12:15+01:00,28823.70986,23439.0835,97.87
2024-11-05T12:30+01:00,28788.47268,23251.89725,87.59
2024-11-05T12:45+01:00,28839.79573,22824.2801,92.59
2024-11-05T13:00+01:00,29150.23664,22384.54621,94.97
2024-11-05T13:15+01:00,29207.11368,21932.34752,85.09
2024-11-05T13:30+01:00,29230.51847,21084.3835,100.1
2024-11-05T13:45+01:00,29625.25807,20213.48195,115.04
2024-11-05T14:00+01:00,29991.47593,18961.84592,83.36
2024-11-05T14:15+01:00,30444.86699,18091.2655,105.7
2024-11-05T14:30+01:00,30824.64903,16948.9962,117.6
2024-11-05T14:45+01:00,31141.4096,15830.99212,145.06
2024-11-05T15:00+01:00,31425.47882,14593.56254,114.95
2024-11-05T15:15+01:00,31969.179,13572.61429,134.93
2024-11-05T15:30+01:00,32193.35406,12854.70237,149.7
2024-11-05T15:45+01:00,32442.40309,11981.36553,178.81
2024-11-05T16:00+01:00,33083.09717,10852.72906,174.93
2024-11-05T16:15+01:00,33466.95102,10629.62603,202.46
2024-11-05T16:30+01:00,33818.15981,10414.36221,222.48
