Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
01.11.2025 00:00;01.11.2025 00:15;11.015,00;11.132,64;117,64;4.807,75
01.11.2025 00:15;01.11.2025 00:30;10.937,50;11.109,60;172,10;4.690,47
01.11.2025 00:30;01.11.2025 00:45;10.805,75;10.989,48;183,73;4.668,61
01.11.2025 00:45;01.11.2025 01:00;10.785,75;10.990,14;204,39;4.693,62
01.11.2025 01:00;01.11.2025 01:15;10.588,75;10.776,49;187,74;4.559,72
01.11.2025 01:15;01.11.2025 01:30;10.571,00;10.790,01;219,01;4.536,02
01.11.2025 01:30;01.11.2025 01:45;10.449,50;10.667,51;218,01;4.380,33
01.11.2025 01:45;01.11.2025 02:00;10.434,75;10.633,38;198,63;4.446,55
01.11.2025 02:00;01.11.2025 02:15;10.418,75;10.736,95;318,20;4.517,26
01.11.2025 02:15;01.11.2025 02:30;10.343,50;10.744,83;401,33;4.563,55
01.11.2025 02:30;01.11.2025 02:45;10.314,50;10.697,53;383,03;4.583,08
01.11.2025 02:45;01.11.2025 03:00;10.264,25;10.645,05;380,80;4.561,10
01.11.2025 03:00;01.11.2025 03:15;10.121,00;10.445,54;324,54;4.482,13
01.11.2025 03:15;01.11.2025 03:30;10.174,25;10.551,06;376,81;4.485,38
01.11.2025 03:30;01.11.2025 03:45;10.209,25;10.524,93;315,68;4.482,89
01.11.2025 03:45;01.11.2025 04:00;10.236,50;10.534,91;298,41;4.457,95
01.11.2025 04:00;01.11.2025 04:15;10.288,25;10.609,09;320,84;4.417,38
01.11.2025 04:15;01.11.2025 04:30;9.669,75;10.124,79;455,04;3.760,60
01.11.2025 04:30;01.11.2025 04:45;9.867,25;10.326,75;459,50;3.883,67
01.11.2025 04:45;01.11.2025 05:00;9.901,75;10.372,21;470,46;3.823,31
01.11.2025 05:00;01.11.2025 05:15;9.968,75;10.353,21;384,46;3.833,83
01.11.2025 05:15;01.11.2025 05:30;9.847,50;10.360,23;512,73;3.665,30
01.11.2025 05:30;01.11.2025 05:45;9.984,75;10.470,03;485,28;3.726,92
01.11.2025 05:45;01.11.2025 06:00;10.478,00;11.022,89;544,89;4.135,65
01.11.2025 06:00;01.11.2025 06:15;10.585,75;11.211,65;625,90;3.887,33
01.11.2025 06:15;01.11.2025 06:30;10.630,50;11.248,32;617,82;3.808,79
01.11.2025 06:30;01.11.2025 06:45;10.795,25;11.290,05;494,80;3.862,58
01.11.2025 06:45;01.11.2025 07:00;10.900,00;11.296,43;396,43;3.944,33
01.11.2025 07:00;01.11.2025 07:15;10.936,75;11.320,99;384,24;3.901,16
01.11.2025 07:15;01.11.2025 07:30;11.126,75;11.599,21;472,46;3.863,25
01.11.2025 07:30;01.11.2025 07:45;11.435,50;12.030,64;595,14;3.750,05
01.11.2025 07:45;01.11.2025 08:00;11.619,75;12.373,86;754,11;3.524,82
01.11.2025 08:00;01.11.2025 08:15;11.779,75;12.608,30;828,55;3.153,73
01.11.2025 08:15;01.11.2025 08:30;12.028,25;12.920,04;891,79;2.947,62
01.11.2025 08:30;01.11.2025 08:45;12.309,50;13.239,89;930,39;2.792,80
01.11.2025 08:45;01.11.2025 09:00;12.544,50;13.565,44;1.020,94;2.646,69
01.11.2025 09:00;01.11.2025 09:15;12.721,50;13.877,53;1.156,03;2.229,91
01.11.2025 09:15;01.11.2025 09:30;12.837,75;14.034,14;1.196,39;1.922,69
01.11.2025 09:30;01.11.2025 09:45;12.979,50;14.183,36;1.203,86;1.889,88
01.11.2025 09:45;01.11.2025 10:00;13.054,25;14.221,40;1.167,15;1.836,92
01.11.2025 10:00;01.11.2025 10:15;13.000,00;14.036,48;1.036,48;1.686,24
01.11.2025 10:15;01.11.2025 10:30;12.915,00;13.852,77;937,77;1.556,16
01.11.2025 10:30;01.11.2025 10:45;12.953,25;13.644,52;691,27;1.606,70
01.11.2025 10:45;01.11.2025 11:00;13.033,00;13.666,20;633,20;1.718,94
01.11.2025 11:00;01.11.2025 11:15;13.366,50;14.593,24;1.226,74;2.087,04
01.11.2025 11:15;01.11.2025 11:30;13.455,25;14.720,41;1.265,16;2.156,34
01.11.2025 11:30;01.11.2025 11:45;13.580,25;14.841,91;1.261,66;2.291,17
01.11.2025 11:45;01.11.2025 12:00;13.552,50;14.805,48;1.252,98;2.255,90
01.11.2025 12:00;01.11.2025 12:15;13.525,50;14.812,21;1.286,71;2.351,31
01.11.2025 12:15;01.11.2025 12:30;13.605,50;14.838,38;1.232,88;2.654,89
01.11.2025 12:30;01.11.2025 12:45;13.566,75;14.801,65;1.234,90;2.913,81
01.11.2025 12:45;01.11.2025 13:00;13.477,75;14.684,73;1.206,98;3.181,32
01.11.2025 13:00;01.11.2025 13:15;13.206,25;14.111,24;904,99;3.295,76
01.11.2025 13:15;01.11.2025 13:30;13.098,50;14.005,51;907,01;3.495,21
01.11.2025 13:30;01.11.2025 13:45;12.994,00;13.756,38;762,38;3.729,32
01.11.2025 13:45;01.11.2025 14:00;12.969,25;13.469,36;500,11;3.946,36
01.11.2025 14:00;01.11.2025 14:15;12.967,50;13.408,83;441,33;4.103,71
01.11.2025 14:15;01.11.2025 14:30;12.841,50;13.181,16;339,66;4.133,21
01.11.2025 14:30;01.11.2025 14:45;12.873,75;13.089,32;215,57;4.272,43
01.11.2025 14:45;01.11.2025 15:00;13.051,75;13.247,23;195,48;4.558,28
01.11.2025 15:00;01.11.2025 15:15;13.189,00;13.243,61;54,61;4.931,32
01.11.2025 15:15;01.11.2025 15:30;13.202,25;13.235,98;33,73;5.032,57
01.11.2025 15:30;01.11.2025 15:45;13.172,25;13.187,40;15,15;4.999,77
01.11.2025 15:45;01.11.2025 16:00;13.300,00;13.315,14;15,14;5.211,88
01.11.2025 16:00;01.11.2025 16:15;13.422,50;13.437,42;14,92;5.402,59
01.11.2025 16:15;01.11.2025 16:30;13.283,75;13.361,97;78,22;5.402,95
01.11.2025 16:30;01.11.2025 16:45;13.354,00;13.406,20;52,20;5.721,63
01.11.2025 16:45;01.11.2025 17:00;13.371,25;13.384,59;13,34;5.865,75
01.11.2025 17:00;01.11.2025 17:15;13.399,00;13.411,21;12,21;6.013,06
01.11.2025 17:15;01.11.2025 17:30;13.674,25;13.684,65;10,40;6.378,59
01.11.2025 17:30;01.11.2025 17:45;13.746,50;13.756,28;9,78;6.501,81
01.11.2025 17:45;01.11.2025 18:00;13.781,50;13.791,25;9,75;6.566,64
01.11.2025 18:00;01.11.2025 18:15;13.783,50;13.793,25;9,75;6.460,00
01.11.2025 18:15;01.11.2025 18:30;13.840,00;13.850,49;10,49;6.462,42
01.11.2025 18:30;01.11.2025 18:45;13.753,25;13.764,93;11,68;6.390,41
01.11.2025 18:45;01.11.2025 19:00;13.676,00;13.687,70;11,70;6.139,74
01.11.2025 19:00;01.11.2025 19:15;13.550,75;13.563,44;12,69;6.321,43
01.11.2025 19:15;01.11.2025 19:30;13.363,50;13.374,43;10,93;6.115,17
01.11.2025 19:30;01.11.2025 19:45;13.294,50;13.336,47;41,97;6.000,21
01.11.2025 19:45;01.11.2025 20:00;13.171,75;13.227,13;55,38;5.863,15
01.11.2025 20:00;01.11.2025 20:15;12.892,50;12.931,19;38,69;5.660,36
01.11.2025 20:15;01.11.2025 20:30;12.670,25;12.699,35;29,10;5.536,88
01.11.2025 20:30;01.11.2025 20:45;12.510,50;12.538,69;28,19;5.434,00
01.11.2025 20:45;01.11.2025 21:00;12.384,50;12.502,19;117,69;5.459,63
01.11.2025 21:00;01.11.2025 21:15;12.302,00;12.416,97;114,97;5.474,41
01.11.2025 21:15;01.11.2025 21:30;12.175,50;12.261,51;86,01;5.536,14
01.11.2025 21:30;01.11.2025 21:45;12.038,00;12.143,40;105,40;5.574,96
01.11.2025 21:45;01.11.2025 22:00;11.993,50;12.082,39;88,89;5.732,75
01.11.2025 22:00;01.11.2025 22:15;11.831,00;11.852,69;21,69;5.984,18
01.11.2025 22:15;01.11.2025 22:30;11.743,50;11.827,96;84,46;6.019,99
01.11.2025 22:30;01.11.2025 22:45;11.498,00;11.552,22;54,22;5.823,60
01.11.2025 22:45;01.11.2025 23:00;11.252,75;11.292,74;39,99;5.659,46
01.11.2025 23:00;01.11.2025 23:15;10.962,75;11.073,88;111,13;5.195,96
01.11.2025 23:15;01.11.2025 23:30;10.775,00;10.885,51;110,51;5.000,89
01.11.2025 23:30;01.11.2025 23:45;10.590,25;10.715,32;125,07;4.923,55
01.11.2025 23:45;02.11.2025 00:00;10.489,00;10.678,00;189,00;4.877,36
02.11.2025 00:00;02.11.2025 00:15;10.400,75;10.602,14;201,39;4.992,98
02.11.2025 00:15;02.11.2025 00:30;10.206,25;10.497,20;290,95;4.846,55
02.11.2025 00:30;02.11.2025 00:45;10.117,00;10.443,29;326,29;4.818,20
02.11.2025 00:45;02.11.2025 01:00;10.029,25;10.477,23;447,98;4.710,10
02.11.2025 01:00;02.11.2025 01:15;9.946,25;10.394,84;448,59;4.675,53
02.11.2025 01:15;02.11.2025 01:30;9.867,25;10.416,25;549,00;4.680,25
02.11.2025 01:30;02.11.2025 01:45;9.737,75;10.352,53;614,78;4.593,26
02.11.2025 01:45;02.11.2025 02:00;9.724,50;10.428,78;704,28;4.537,28
02.11.2025 02:00;02.11.2025 02:15;9.715,00;10.371,12;656,12;4.565,21
02.11.2025 02:15;02.11.2025 02:30;9.660,00;10.316,45;656,45;4.494,00
02.11.2025 02:30;02.11.2025 02:45;9.572,00;10.407,28;835,28;4.330,76
02.11.2025 02:45;02.11.2025 03:00;9.585,00;10.384,84;799,84;4.274,68
02.11.2025 03:00;02.11.2025 03:15;9.639,50;10.387,38;747,88;4.464,75
02.11.2025 03:15;02.11.2025 03:30;9.613,50;10.386,08;772,58;4.517,32
02.11.2025 03:30;02.11.2025 03:45;9.539,50;10.298,10;758,60;4.490,20
02.11.2025 03:45;02.11.2025 04:00;9.600,00;10.272,51;672,51;4.568,52
02.11.2025 04:00;02.11.2025 04:15;9.630,50;10.255,41;624,91;4.634,10
02.11.2025 04:15;02.11.2025 04:30;9.605,50;10.088,68;483,18;4.676,27
02.11.2025 04:30;02.11.2025 04:45;9.702,50;10.115,59;413,09;4.814,62
02.11.2025 04:45;02.11.2025 05:00;9.697,50;10.121,35;423,85;4.872,30
02.11.2025 05:00;02.11.2025 05:15;9.774,50;10.160,79;386,29;5.081,24
02.11.2025 05:15;02.11.2025 05:30;9.749,00;10.076,29;327,29;5.074,36
02.11.2025 05:30;02.11.2025 05:45;9.791,50;9.962,15;170,65;5.108,73
02.11.2025 05:45;02.11.2025 06:00;9.882,25;10.048,52;166,27;5.176,35
02.11.2025 06:00;02.11.2025 06:15;10.115,75;10.427,26;311,51;5.272,15
02.11.2025 06:15;02.11.2025 06:30;10.052,50;10.300,02;247,52;5.253,64
02.11.2025 06:30;02.11.2025 06:45;10.052,50;10.130,30;77,80;5.365,36
02.11.2025 06:45;02.11.2025 07:00;10.109,50;10.253,17;143,67;5.494,77
02.11.2025 07:00;02.11.2025 07:15;10.270,50;10.379,69;109,19;5.664,85
02.11.2025 07:15;02.11.2025 07:30;10.378,75;10.408,11;29,36;5.809,27
02.11.2025 07:30;02.11.2025 07:45;10.515,25;10.547,72;32,47;5.945,91
02.11.2025 07:45;02.11.2025 08:00;10.725,25;10.761,00;35,75;6.127,74
02.11.2025 08:00;02.11.2025 08:15;10.869,50;10.881,95;12,45;6.257,18
02.11.2025 08:15;02.11.2025 08:30;11.157,25;11.169,58;12,33;6.472,44
02.11.2025 08:30;02.11.2025 08:45;11.477,50;11.521,22;43,72;6.655,70
02.11.2025 08:45;02.11.2025 09:00;11.725,50;11.753,13;27,63;6.816,41
02.11.2025 09:00;02.11.2025 09:15;11.943,25;11.963,57;20,32;6.985,35
02.11.2025 09:15;02.11.2025 09:30;12.083,00;12.092,12;9,12;7.045,77
02.11.2025 09:30;02.11.2025 09:45;12.241,50;12.278,73;37,23;7.117,36
02.11.2025 09:45;02.11.2025 10:00;12.415,25;12.427,04;11,79;7.203,23
02.11.2025 10:00;02.11.2025 10:15;12.615,50;12.622,71;7,21;7.165,66
02.11.2025 10:15;02.11.2025 10:30;12.735,50;12.894,95;159,45;7.033,93
02.11.2025 10:30;02.11.2025 10:45;12.766,75;12.972,20;205,45;6.972,12
02.11.2025 10:45;02.11.2025 11:00;12.976,00;13.165,58;189,58;7.144,82
02.11.2025 11:00;02.11.2025 11:15;13.064,75;13.262,90;198,15;7.267,14
02.11.2025 11:15;02.11.2025 11:30;13.158,00;13.363,05;205,05;7.349,86
02.11.2025 11:30;02.11.2025 11:45;13.206,25;13.437,59;231,34;7.374,35
02.11.2025 11:45;02.11.2025 12:00;13.162,00;13.388,57;226,57;7.324,82
02.11.2025 12:00;02.11.2025 12:15;13.158,00;13.361,64;203,64;7.299,01
02.11.2025 12:15;02.11.2025 12:30;13.061,00;13.280,09;219,09;7.249,34
02.11.2025 12:30;02.11.2025 12:45;13.010,25;13.482,44;472,19;7.272,34
02.11.2025 12:45;02.11.2025 13:00;12.932,00;13.407,52;475,52;7.304,53
02.11.2025 13:00;02.11.2025 13:15;12.725,75;13.196,83;471,08;7.297,37
02.11.2025 13:15;02.11.2025 13:30;12.608,50;12.757,92;149,42;7.443,30
02.11.2025 13:30;02.11.2025 13:45;12.491,00;12.606,45;115,45;7.603,70
02.11.2025 13:45;02.11.2025 14:00;12.351,50;12.418,32;66,82;7.751,60
02.11.2025 14:00;02.11.2025 14:15;12.402,25;12.439,82;37,57;8.002,12
02.11.2025 14:15;02.11.2025 14:30;12.327,50;12.349,14;21,64;8.116,03
02.11.2025 14:30;02.11.2025 14:45;12.402,00;12.405,13;3,13;8.403,87
02.11.2025 14:45;02.11.2025 15:00;12.326,75;12.329,44;2,69;8.536,63
02.11.2025 15:00;02.11.2025 15:15;12.437,00;12.454,75;17,75;8.868,73
02.11.2025 15:15;02.11.2025 15:30;12.395,50;12.399,35;3,85;9.021,58
02.11.2025 15:30;02.11.2025 15:45;12.316,75;12.317,99;1,24;9.161,34
02.11.2025 15:45;02.11.2025 16:00;12.252,50;12.253,56;1,06;9.242,14
02.11.2025 16:00;02.11.2025 16:15;12.358,00;12.359,94;1,94;9.397,87
02.11.2025 16:15;02.11.2025 16:30;12.410,50;12.412,80;2,30;9.417,10
02.11.2025 16:30;02.11.2025 16:45;12.591,25;12.593,46;2,21;9.576,49
02.11.2025 16:45;02.11.2025 17:00;12.788,00;12.790,23;2,23;9.688,59
02.11.2025 17:00;02.11.2025 17:15;13.171,00;13.174,56;3,56;9.970,77
02.11.2025 17:15;02.11.2025 17:30;13.497,75;13.501,06;3,31;10.298,54
02.11.2025 17:30;02.11.2025 17:45;13.655,50;13.658,05;2,55;10.361,89
02.11.2025 17:45;02.11.2025 18:00;13.747,50;13.750,06;2,56;10.337,16
02.11.2025 18:00;02.11.2025 18:15;13.704,00;13.706,54;2,54;10.219,66
02.11.2025 18:15;02.11.2025 18:30;13.768,50;13.771,04;2,54;10.156,47
02.11.2025 18:30;02.11.2025 18:45;13.721,00;13.722,72;1,72;9.953,00
02.11.2025 18:45;02.11.2025 19:00;13.625,50;13.627,33;1,83;9.758,68
02.11.2025 19:00;02.11.2025 19:15;13.584,75;13.586,37;1,62;9.692,06
02.11.2025 19:15;02.11.2025 19:30;13.387,50;13.388,62;1,12;9.415,55
02.11.2025 19:30;02.11.2025 19:45;13.185,00;13.186,77;1,77;9.104,95
02.11.2025 19:45;02.11.2025 20:00;13.115,50;13.140,65;25,15;8.998,47
02.11.2025 20:00;02.11.2025 20:15;13.019,00;13.026,97;7,97;8.857,76
02.11.2025 20:15;02.11.2025 20:30;12.900,25;12.929,36;29,11;8.682,22
02.11.2025 20:30;02.11.2025 20:45;12.745,00;12.774,40;29,40;8.456,85
02.11.2025 20:45;02.11.2025 21:00;12.613,25;12.623,69;10,44;8.234,53
02.11.2025 21:00;02.11.2025 21:15;12.391,75;12.400,43;8,68;8.058,45
02.11.2025 21:15;02.11.2025 21:30;12.346,00;12.354,76;8,76;8.087,66
02.11.2025 21:30;02.11.2025 21:45;12.214,50;12.222,70;8,20;7.998,68
02.11.2025 21:45;02.11.2025 22:00;12.135,25;12.143,00;7,75;7.863,30
02.11.2025 22:00;02.11.2025 22:15;11.969,00;11.977,42;8,42;7.674,33
02.11.2025 22:15;02.11.2025 22:30;11.855,50;11.863,85;8,35;7.478,20
02.11.2025 22:30;02.11.2025 22:45;11.629,25;11.638,40;9,15;7.215,44
02.11.2025 22:45;02.11.2025 23:00;11.497,50;11.506,63;9,13;7.160,78
02.11.2025 23:00;02.11.2025 23:15;11.292,25;11.305,26;13,01;6.882,14
02.11.2025 23:15;02.11.2025 23:30;11.056,75;11.185,42;128,67;6.516,77
02.11.2025 23:30;02.11.2025 23:45;10.869,00;10.952,86;83,86;6.268,99
02.11.2025 23:45;03.11.2025 00:00;10.856,50;11.027,70;171,20;6.212,36
03.11.2025 00:00;03.11.2025 00:15;10.686,00;10.857,75;171,75;6.008,17
03.11.2025 00:15;03.11.2025 00:30;10.652,00;10.920,24;268,24;5.909,06
03.11.2025 00:30;03.11.2025 00:45;10.517,00;10.916,24;399,24;5.731,41
03.11.2025 00:45;03.11.2025 01:00;10.491,00;11.038,62;547,62;5.627,88
03.11.2025 01:00;03.11.2025 01:15;10.387,50;10.982,64;595,14;5.489,26
03.11.2025 01:15;03.11.2025 01:30;10.317,25;11.205,04;887,79;5.319,78
03.11.2025 01:30;03.11.2025 01:45;10.487,50;11.460,41;972,91;5.415,11
03.11.2025 01:45;03.11.2025 02:00;10.405,00;11.470,57;1.065,57;5.271,94
03.11.2025 02:00;03.11.2025 02:15;10.351,25;11.473,99;1.122,74;5.180,70
03.11.2025 02:15;03.11.2025 02:30;10.329,50;11.439,41;1.109,91;5.165,74
03.11.2025 02:30;03.11.2025 02:45;10.373,25;11.510,00;1.136,75;5.193,99
03.11.2025 02:45;03.11.2025 03:00;10.410,00;11.592,03;1.182,03;5.212,63
03.11.2025 03:00;03.11.2025 03:15;10.406,00;11.591,39;1.185,39;5.142,13
03.11.2025 03:15;03.11.2025 03:30;10.395,75;11.640,66;1.244,91;5.013,14
03.11.2025 03:30;03.11.2025 03:45;10.485,50;11.707,27;1.221,77;5.101,56
03.11.2025 03:45;03.11.2025 04:00;10.555,25;11.699,48;1.144,23;5.225,65
03.11.2025 04:00;03.11.2025 04:15;10.756,25;11.888,06;1.131,81;5.322,04
03.11.2025 04:15;03.11.2025 04:30;10.808,75;11.957,71;1.148,96;5.362,68
03.11.2025 04:30;03.11.2025 04:45;10.909,25;12.037,71;1.128,46;5.407,05
03.11.2025 04:45;03.11.2025 05:00;11.112,25;12.092,33;980,08;5.610,93
03.11.2025 05:00;03.11.2025 05:15;11.576,50;12.563,95;987,45;6.125,87
03.11.2025 05:15;03.11.2025 05:30;11.687,75;12.382,37;694,62;6.153,10
03.11.2025 05:30;03.11.2025 05:45;12.124,75;12.671,43;546,68;6.530,15
03.11.2025 05:45;03.11.2025 06:00;12.533,25;12.746,72;213,47;6.952,84
03.11.2025 06:00;03.11.2025 06:15;13.359,50;13.703,86;344,36;7.486,33
03.11.2025 06:15;03.11.2025 06:30;13.819,75;13.849,37;29,62;7.869,75
03.11.2025 06:30;03.11.2025 06:45;14.253,25;14.350,36;97,11;8.214,36
03.11.2025 06:45;03.11.2025 07:00;14.534,25;14.601,99;67,74;8.407,95
03.11.2025 07:00;03.11.2025 07:15;14.958,50;14.967,31;8,81;8.610,55
03.11.2025 07:15;03.11.2025 07:30;15.199,75;15.201,07;1,32;8.721,72
03.11.2025 07:30;03.11.2025 07:45;15.421,25;15.422,49;1,24;8.703,09
03.11.2025 07:45;03.11.2025 08:00;15.602,25;15.603,46;1,21;8.671,85
03.11.2025 08:00;03.11.2025 08:15;15.862,75;15.864,05;1,30;8.563,81
03.11.2025 08:15;03.11.2025 08:30;16.166,00;16.167,17;1,17;8.529,94
03.11.2025 08:30;03.11.2025 08:45;16.412,50;16.414,14;1,64;8.382,82
03.11.2025 08:45;03.11.2025 09:00;16.527,75;16.529,46;1,71;8.019,41
03.11.2025 09:00;03.11.2025 09:15;16.396,75;16.409,39;12,64;7.443,07
03.11.2025 09:15;03.11.2025 09:30;16.433,50;16.451,38;17,88;7.023,49
03.11.2025 09:30;03.11.2025 09:45;16.558,50;16.592,42;33,92;6.795,33
03.11.2025 09:45;03.11.2025 10:00;16.539,75;16.599,48;59,73;6.358,71
03.11.2025 10:00;03.11.2025 10:15;16.397,00;16.424,54;27,54;5.964,50
03.11.2025 10:15;03.11.2025 10:30;16.585,50;16.632,19;46,69;5.816,24
03.11.2025 10:30;03.11.2025 10:45;16.780,75;16.859,98;79,23;5.608,07
03.11.2025 10:45;03.11.2025 11:00;16.971,50;17.202,19;230,69;5.451,41
03.11.2025 11:00;03.11.2025 11:15;16.869,25;17.046,34;177,09;5.338,49
03.11.2025 11:15;03.11.2025 11:30;16.812,00;17.184,89;372,89;5.050,58
03.11.2025 11:30;03.11.2025 11:45;16.778,25;17.265,50;487,25;4.953,14
03.11.2025 11:45;03.11.2025 12:00;16.767,25;17.392,45;625,20;4.839,00
03.11.2025 12:00;03.11.2025 12:15;16.728,75;17.381,25;652,50;4.710,23
03.11.2025 12:15;03.11.2025 12:30;16.653,75;17.340,23;686,48;4.611,53
03.11.2025 12:30;03.11.2025 12:45;16.577,00;17.220,47;643,47;4.516,25
03.11.2025 12:45;03.11.2025 13:00;16.487,00;17.160,43;673,43;4.406,16
03.11.2025 13:00;03.11.2025 13:15;16.633,25;17.245,14;611,89;4.704,45
03.11.2025 13:15;03.11.2025 13:30;16.558,75;17.236,87;678,12;4.836,01
03.11.2025 13:30;03.11.2025 13:45;16.347,00;16.985,24;638,24;4.850,97
03.11.2025 13:45;03.11.2025 14:00;16.158,25;16.659,29;501,04;4.959,44
03.11.2025 14:00;03.11.2025 14:15;16.151,25;16.675,64;524,39;5.367,01
03.11.2025 14:15;03.11.2025 14:30;16.205,75;16.467,86;262,11;5.714,82
03.11.2025 14:30;03.11.2025 14:45;16.132,25;16.358,29;226,04;5.894,86
03.11.2025 14:45;03.11.2025 15:00;16.196,50;16.290,00;93,50;6.421,91
03.11.2025 15:00;03.11.2025 15:15;16.141,00;16.287,00;146,00;6.581,44
03.11.2025 15:15;03.11.2025 15:30;16.016,25;16.123,94;107,69;6.868,00
03.11.2025 15:30;03.11.2025 15:45;15.934,25;15.968,63;34,38;7.221,65
03.11.2025 15:45;03.11.2025 16:00;15.945,50;15.947,98;2,48;7.737,15
03.11.2025 16:00;03.11.2025 16:15;16.062,75;16.065,53;2,78;8.284,69
03.11.2025 16:15;03.11.2025 16:30;16.153,50;16.156,73;3,23;8.555,90
03.11.2025 16:30;03.11.2025 16:45;16.203,50;16.206,47;2,97;8.531,60
03.11.2025 16:45;03.11.2025 17:00;16.427,25;16.429,87;2,62;8.814,78
03.11.2025 17:00;03.11.2025 17:15;16.720,25;16.722,80;2,55;9.138,11
03.11.2025 17:15;03.11.2025 17:30;16.927,00;16.929,53;2,53;9.224,28
03.11.2025 17:30;03.11.2025 17:45;17.130,25;17.132,82;2,57;9.260,84
03.11.2025 17:45;03.11.2025 18:00;17.226,75;17.229,28;2,53;9.178,83
03.11.2025 18:00;03.11.2025 18:15;17.088,75;17.091,27;2,52;8.930,69
03.11.2025 18:15;03.11.2025 18:30;17.070,25;17.072,77;2,52;8.739,96
03.11.2025 18:30;03.11.2025 18:45;17.054,75;17.061,10;6,35;8.582,31
03.11.2025 18:45;03.11.2025 19:00;17.053,00;17.067,54;14,54;8.533,15
03.11.2025 19:00;03.11.2025 19:15;17.069,25;17.083,17;13,92;8.478,85
03.11.2025 19:15;03.11.2025 19:30;16.904,50;16.918,48;13,98;8.272,72
03.11.2025 19:30;03.11.2025 19:45;16.812,50;16.835,95;23,45;8.165,90
03.11.2025 19:45;03.11.2025 20:00;16.633,75;16.669,61;35,86;7.997,41
03.11.2025 20:00;03.11.2025 20:15;16.279,25;16.315,11;35,86;7.731,92
03.11.2025 20:15;03.11.2025 20:30;16.103,50;16.143,06;39,56;7.496,74
03.11.2025 20:30;03.11.2025 20:45;15.872,50;15.978,52;106,02;7.269,75
03.11.2025 20:45;03.11.2025 21:00;15.679,25;15.918,67;239,42;7.137,66
03.11.2025 21:00;03.11.2025 21:15;15.399,00;15.551,39;152,39;7.091,95
03.11.2025 21:15;03.11.2025 21:30;15.230,50;15.461,77;231,27;6.995,89
03.11.2025 21:30;03.11.2025 21:45;15.008,25;15.486,19;477,94;6.862,38
03.11.2025 21:45;03.11.2025 22:00;14.705,75;15.264,15;558,40;6.655,94
03.11.2025 22:00;03.11.2025 22:15;14.428,50;14.930,10;501,60;6.921,21
03.11.2025 22:15;03.11.2025 22:30;14.230,75;14.664,44;433,69;6.759,87
03.11.2025 22:30;03.11.2025 22:45;14.057,25;14.557,02;499,77;6.556,38
03.11.2025 22:45;03.11.2025 23:00;13.826,00;14.444,83;618,83;6.305,63
03.11.2025 23:00;03.11.2025 23:15;13.582,50;14.015,58;433,08;6.136,89
03.11.2025 23:15;03.11.2025 23:30;13.345,00;14.167,79;822,79;5.963,45
03.11.2025 23:30;03.11.2025 23:45;13.158,00;14.015,78;857,78;5.842,63
03.11.2025 23:45;04.11.2025 00:00;12.993,00;13.872,74;879,74;5.753,64
04.11.2025 00:00;04.11.2025 00:15;12.505,25;13.516,68;1.011,43;5.207,30
04.11.2025 00:15;04.11.2025 00:30;12.316,50;13.349,60;1.033,10;5.098,01
04.11.2025 00:30;04.11.2025 00:45;12.099,25;13.043,50;944,25;4.925,61
04.11.2025 00:45;04.11.2025 01:00;12.022,75;12.928,58;905,83;4.971,04
04.11.2025 01:00;04.11.2025 01:15;11.912,25;12.743,45;831,20;4.920,99
04.11.2025 01:15;04.11.2025 01:30;11.840,50;12.754,53;914,03;4.926,15
04.11.2025 01:30;04.11.2025 01:45;11.737,50;12.693,96;956,46;4.876,69
04.11.2025 01:45;04.11.2025 02:00;11.781,25;12.767,62;986,37;5.014,68
04.11.2025 02:00;04.11.2025 02:15;11.752,25;12.707,79;955,54;5.031,00
04.11.2025 02:15;04.11.2025 02:30;11.641,75;12.631,98;990,23;5.025,59
04.11.2025 02:30;04.11.2025 02:45;11.586,50;12.556,95;970,45;5.044,15
04.11.2025 02:45;04.11.2025 03:00;11.689,25;12.592,68;903,43;5.198,95
04.11.2025 03:00;04.11.2025 03:15;11.672,75;12.516,16;843,41;5.202,19
04.11.2025 03:15;04.11.2025 03:30;11.635,75;12.532,03;896,28;5.214,02
04.11.2025 03:30;04.11.2025 03:45;11.718,00;12.534,75;816,75;5.344,22
04.11.2025 03:45;04.11.2025 04:00;11.752,00;12.614,60;862,60;5.410,70
04.11.2025 04:00;04.11.2025 04:15;11.836,00;12.736,73;900,73;5.444,19
04.11.2025 04:15;04.11.2025 04:30;11.945,50;12.799,75;854,25;5.558,37
04.11.2025 04:30;04.11.2025 04:45;12.010,00;12.933,14;923,14;5.632,20
04.11.2025 04:45;04.11.2025 05:00;12.105,25;12.870,39;765,14;5.761,21
04.11.2025 05:00;04.11.2025 05:15;12.462,75;13.252,17;789,42;5.979,89
04.11.2025 05:15;04.11.2025 05:30;12.585,75;13.231,88;646,13;6.092,37
04.11.2025 05:30;04.11.2025 05:45;12.841,50;13.240,13;398,63;6.369,33
04.11.2025 05:45;04.11.2025 06:00;13.221,75;13.397,25;175,50;6.774,45
04.11.2025 06:00;04.11.2025 06:15;13.956,50;14.011,73;55,23;7.375,66
04.11.2025 06:15;04.11.2025 06:30;14.494,50;14.508,88;14,38;7.928,88
