Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
15.11.2025 17:30;15.11.2025 17:45;14.423,18;14.426,75;3,58;8.989,53
15.11.2025 17:45;15.11.2025 18:00;14.410,02;14.413,55;3,52;8.896,94
15.11.2025 18:00;15.11.2025 18:15;14.460,39;14.479,73;19,34;8.888,23
15.11.2025 18:15;15.11.2025 18:30;14.410,14;14.451,13;40,99;8.682,14
15.11.2025 18:30;15.11.2025 18:45;14.300,34;14.377,97;77,62;8.480,09
15.11.2025 18:45;15.11.2025 19:00;14.170,09;14.237,38;67,28;8.362,24
15.11.2025 19:00;15.11.2025 19:15;13.970,40;14.026,30;55,91;8.196,63
15.11.2025 19:15;15.11.2025 19:30;13.841,28;13.890,96;49,68;8.087,30
15.11.2025 19:30;15.11.2025 19:45;13.660,67;13.706,49;45,82;7.951,21
15.11.2025 19:45;15.11.2025 20:00;13.469,89;13.509,34;39,45;7.787,89
15.11.2025 20:00;15.11.2025 20:15;13.437,95;13.489,58;51,64;7.790,30
15.11.2025 20:15;15.11.2025 20:30;13.194,54;13.295,24;100,69;7.627,34
15.11.2025 20:30;15.11.2025 20:45;13.024,79;13.242,69;217,91;7.601,33
15.11.2025 20:45;15.11.2025 21:00;12.844,05;13.013,91;169,86;7.556,40
15.11.2025 21:00;15.11.2025 21:15;12.631,24;12.727,89;96,65;7.584,12
15.11.2025 21:15;15.11.2025 21:30;12.413,51;12.491,22;77,72;7.491,45
15.11.2025 21:30;15.11.2025 21:45;12.293,30;12.364,72;71,42;7.531,99
15.11.2025 21:45;15.11.2025 22:00;12.199,90;12.287,40;87,50;7.583,61
15.11.2025 22:00;15.11.2025 22:15;12.134,08;12.196,62;62,54;7.623,03
15.11.2025 22:15;15.11.2025 22:30;11.990,19;12.052,60;62,41;7.547,04
15.11.2025 22:30;15.11.2025 22:45;11.773,91;11.839,61;65,70;7.512,54
15.11.2025 22:45;15.11.2025 23:00;11.627,88;11.748,64;120,76;7.525,94
15.11.2025 23:00;15.11.2025 23:15;11.438,04;11.582,75;144,71;7.504,42
15.11.2025 23:15;15.11.2025 23:30;11.306,67;11.460,40;153,73;7.544,38
15.11.2025 23:30;15.11.2025 23:45;11.066,10;11.220,56;154,46;7.499,70
15.11.2025 23:45;16.11.2025 00:00;10.895,09;11.113,02;217,93;7.426,68
16.11.2025 00:00;16.11.2025 00:15;10.736,45;10.759,45;23,00;7.303,37
16.11.2025 00:15;16.11.2025 00:30;10.550,20;10.563,97;13,77;7.169,27
16.11.2025 00:30;16.11.2025 00:45;10.479,96;10.515,01;35,05;7.156,53
16.11.2025 00:45;16.11.2025 01:00;10.319,98;10.421,70;101,71;7.056,49
16.11.2025 01:00;16.11.2025 01:15;10.163,55;10.222,14;58,59;7.000,00
16.11.2025 01:15;16.11.2025 01:30;10.097,20;10.209,26;112,06;6.981,23
16.11.2025 01:30;16.11.2025 01:45;9.983,16;10.308,07;324,91;6.907,88
16.11.2025 01:45;16.11.2025 02:00;9.859,79;10.192,43;332,64;6.821,85
16.11.2025 02:00;16.11.2025 02:15;9.885,07;10.147,37;262,30;6.896,27
16.11.2025 02:15;16.11.2025 02:30;9.850,48;10.083,37;232,89;6.878,97
16.11.2025 02:30;16.11.2025 02:45;9.864,86;10.152,29;287,42;6.931,57
16.11.2025 02:45;16.11.2025 03:00;9.765,13;10.093,51;328,38;6.900,08
16.11.2025 03:00;16.11.2025 03:15;9.778,05;10.050,58;272,53;6.987,51
16.11.2025 03:15;16.11.2025 03:30;9.760,50;10.020,62;260,12;7.040,82
16.11.2025 03:30;16.11.2025 03:45;9.777,33;9.929,78;152,45;7.137,94
16.11.2025 03:45;16.11.2025 04:00;9.759,98;9.900,93;140,95;7.191,42
16.11.2025 04:00;16.11.2025 04:15;9.762,46;9.913,21;150,74;7.234,13
16.11.2025 04:15;16.11.2025 04:30;9.743,02;9.885,66;142,64;7.165,34
16.11.2025 04:30;16.11.2025 04:45;9.771,21;9.936,74;165,53;7.151,40
16.11.2025 04:45;16.11.2025 05:00;9.854,60;10.066,36;211,76;7.198,28
16.11.2025 05:00;16.11.2025 05:15;9.893,99;9.992,19;98,21;7.211,30
16.11.2025 05:15;16.11.2025 05:30;9.985,57;10.090,00;104,43;7.247,37
16.11.2025 05:30;16.11.2025 05:45;9.947,92;10.053,61;105,70;7.234,37
16.11.2025 05:45;16.11.2025 06:00;9.912,88;10.022,46;109,58;7.218,48
16.11.2025 06:00;16.11.2025 06:15;10.111,14;10.539,83;428,69;7.327,87
16.11.2025 06:15;16.11.2025 06:30;10.129,83;10.540,91;411,08;7.280,58
16.11.2025 06:30;16.11.2025 06:45;10.304,69;10.571,81;267,12;7.400,71
16.11.2025 06:45;16.11.2025 07:00;10.379,18;10.618,86;239,69;7.454,70
16.11.2025 07:00;16.11.2025 07:15;10.562,64;10.772,95;210,30;7.647,71
16.11.2025 07:15;16.11.2025 07:30;10.798,05;11.054,89;256,84;7.945,29
16.11.2025 07:30;16.11.2025 07:45;10.935,62;11.150,40;214,78;8.091,91
16.11.2025 07:45;16.11.2025 08:00;11.084,12;11.191,55;107,44;8.155,75
16.11.2025 08:00;16.11.2025 08:15;11.417,99;11.485,62;67,64;8.359,55
16.11.2025 08:15;16.11.2025 08:30;11.578,99;11.612,89;33,90;8.331,54
16.11.2025 08:30;16.11.2025 08:45;11.826,63;11.863,14;36,50;8.360,92
16.11.2025 08:45;16.11.2025 09:00;11.986,86;12.106,02;119,17;8.317,67
16.11.2025 09:00;16.11.2025 09:15;12.171,92;12.495,67;323,74;8.304,16
16.11.2025 09:15;16.11.2025 09:30;12.354,20;12.576,46;222,26;8.289,26
16.11.2025 09:30;16.11.2025 09:45;12.635,45;12.889,19;253,74;8.462,01
16.11.2025 09:45;16.11.2025 10:00;12.690,33;12.937,51;247,18;8.450,98
16.11.2025 10:00;16.11.2025 10:15;12.790,86;12.861,27;70,41;8.479,58
16.11.2025 10:15;16.11.2025 10:30;12.889,12;12.916,70;27,58;8.546,74
16.11.2025 10:30;16.11.2025 10:45;13.049,88;13.070,93;21,05;8.732,00
16.11.2025 10:45;16.11.2025 11:00;13.258,31;13.279,12;20,81;8.928,17
16.11.2025 11:00;16.11.2025 11:15;13.354,51;13.367,50;12,99;9.006,34
16.11.2025 11:15;16.11.2025 11:30;13.585,32;13.590,07;4,76;9.233,79
16.11.2025 11:30;16.11.2025 11:45;13.690,18;13.694,68;4,50;9.344,02
16.11.2025 11:45;16.11.2025 12:00;13.622,46;13.627,28;4,82;9.276,14
16.11.2025 12:00;16.11.2025 12:15;13.578,65;13.583,24;4,59;9.297,43
16.11.2025 12:15;16.11.2025 12:30;13.469,36;13.473,85;4,49;9.265,44
16.11.2025 12:30;16.11.2025 12:45;13.439,13;13.443,55;4,42;9.359,87
16.11.2025 12:45;16.11.2025 13:00;13.397,50;13.401,95;4,45;9.460,22
16.11.2025 13:00;16.11.2025 13:15;13.337,81;13.356,93;19,13;9.540,41
16.11.2025 13:15;16.11.2025 13:30;13.184,47;13.204,87;20,40;9.595,14
16.11.2025 13:30;16.11.2025 13:45;13.107,08;13.144,69;37,61;9.761,45
16.11.2025 13:45;16.11.2025 14:00;12.966,12;12.974,78;8,66;9.875,30
16.11.2025 14:00;16.11.2025 14:15;12.957,36;12.964,70;7,34;10.165,52
16.11.2025 14:15;16.11.2025 14:30;12.851,84;12.858,18;6,34;10.290,56
16.11.2025 14:30;16.11.2025 14:45;12.762,32;12.768,43;6,11;10.387,94
16.11.2025 14:45;16.11.2025 15:00;12.820,53;12.825,05;4,53;10.655,25
16.11.2025 15:00;16.11.2025 15:15;12.802,09;12.807,77;5,67;10.818,36
16.11.2025 15:15;16.11.2025 15:30;12.816,00;12.821,09;5,08;10.963,75
16.11.2025 15:30;16.11.2025 15:45;12.879,75;12.883,62;3,88;11.087,49
16.11.2025 15:45;16.11.2025 16:00;12.895,93;12.898,54;2,61;11.140,65
16.11.2025 16:00;16.11.2025 16:15;13.052,75;13.055,40;2,65;11.315,58
16.11.2025 16:15;16.11.2025 16:30;13.138,09;13.140,84;2,75;11.354,56
16.11.2025 16:30;16.11.2025 16:45;13.312,45;13.314,92;2,47;11.485,00
16.11.2025 16:45;16.11.2025 17:00;13.563,87;13.566,31;2,44;11.650,15
16.11.2025 17:00;16.11.2025 17:15;13.784,93;13.787,12;2,19;11.779,65
16.11.2025 17:15;16.11.2025 17:30;13.948,82;13.949,56;0,74;11.891,81
16.11.2025 17:30;16.11.2025 17:45;13.991,71;13.992,67;0,96;11.843,49
16.11.2025 17:45;16.11.2025 18:00;14.082,59;14.083,33;0,74;11.928,66
16.11.2025 18:00;16.11.2025 18:15;14.115,13;14.115,75;0,62;11.856,84
16.11.2025 18:15;16.11.2025 18:30;14.063,73;14.064,60;0,87;11.693,42
16.11.2025 18:30;16.11.2025 18:45;13.996,51;13.997,73;1,22;11.640,47
16.11.2025 18:45;16.11.2025 19:00;13.870,82;13.872,42;1,61;11.391,11
16.11.2025 19:00;16.11.2025 19:15;13.733,49;13.735,09;1,60;11.115,89
16.11.2025 19:15;16.11.2025 19:30;13.575,79;13.577,34;1,55;10.952,69
16.11.2025 19:30;16.11.2025 19:45;13.453,26;13.461,46;8,21;10.678,16
16.11.2025 19:45;16.11.2025 20:00;13.399,34;13.462,52;63,18;10.463,55
16.11.2025 20:00;16.11.2025 20:15;13.307,33;13.347,06;39,73;10.258,24
16.11.2025 20:15;16.11.2025 20:30;13.268,20;13.320,27;52,07;10.156,12
16.11.2025 20:30;16.11.2025 20:45;13.123,35;13.166,21;42,86;9.869,25
16.11.2025 20:45;16.11.2025 21:00;12.943,73;13.018,42;74,69;9.472,46
16.11.2025 21:00;16.11.2025 21:15;12.855,81;12.864,36;8,55;9.428,05
16.11.2025 21:15;16.11.2025 21:30;12.759,47;12.787,27;27,81;9.219,53
16.11.2025 21:30;16.11.2025 21:45;12.682,13;12.725,82;43,69;9.025,50
16.11.2025 21:45;16.11.2025 22:00;12.619,79;12.739,76;119,97;8.845,35
16.11.2025 22:00;16.11.2025 22:15;12.528,07;12.578,43;50,36;8.831,17
16.11.2025 22:15;16.11.2025 22:30;12.453,94;12.480,32;26,38;8.728,36
16.11.2025 22:30;16.11.2025 22:45;12.321,54;12.369,83;48,29;8.449,03
16.11.2025 22:45;16.11.2025 23:00;12.163,81;12.349,39;185,57;8.237,80
16.11.2025 23:00;16.11.2025 23:15;12.041,14;12.145,41;104,27;8.033,51
16.11.2025 23:15;16.11.2025 23:30;11.862,59;12.074,15;211,56;7.830,93
16.11.2025 23:30;16.11.2025 23:45;11.704,99;12.120,55;415,56;7.632,80
16.11.2025 23:45;17.11.2025 00:00;11.482,40;11.910,94;428,54;7.383,58
17.11.2025 00:00;17.11.2025 00:15;11.259,81;11.480,17;220,36;7.080,13
17.11.2025 00:15;17.11.2025 00:30;11.111,55;11.481,51;369,96;6.882,11
17.11.2025 00:30;17.11.2025 00:45;11.026,37;11.541,38;515,01;6.826,06
17.11.2025 00:45;17.11.2025 01:00;11.083,46;11.797,14;713,68;6.843,57
17.11.2025 01:00;17.11.2025 01:15;10.788,17;11.572,59;784,42;6.544,24
17.11.2025 01:15;17.11.2025 01:30;10.703,53;11.634,51;930,98;6.466,07
17.11.2025 01:30;17.11.2025 01:45;10.607,40;11.616,24;1.008,85;6.387,58
17.11.2025 01:45;17.11.2025 02:00;10.587,36;11.571,20;983,85;6.379,86
17.11.2025 02:00;17.11.2025 02:15;10.595,17;11.744,92;1.149,75;6.349,01
17.11.2025 02:15;17.11.2025 02:30;10.609,80;11.782,10;1.172,31;6.272,44
17.11.2025 02:30;17.11.2025 02:45;10.647,49;11.854,02;1.206,53;6.221,68
17.11.2025 02:45;17.11.2025 03:00;10.680,57;11.966,77;1.286,19;5.991,90
17.11.2025 03:00;17.11.2025 03:15;10.854,47;12.139,66;1.285,19;6.109,08
17.11.2025 03:15;17.11.2025 03:30;10.883,32;12.261,88;1.378,56;5.960,69
17.11.2025 03:30;17.11.2025 03:45;10.979,71;12.349,11;1.369,40;6.023,41
17.11.2025 03:45;17.11.2025 04:00;10.974,14;12.352,18;1.378,04;6.035,39
17.11.2025 04:00;17.11.2025 04:15;11.202,03;12.544,63;1.342,59;6.248,22
17.11.2025 04:15;17.11.2025 04:30;11.341,59;12.693,31;1.351,72;6.422,52
17.11.2025 04:30;17.11.2025 04:45;11.416,74;12.776,69;1.359,95;6.498,32
17.11.2025 04:45;17.11.2025 05:00;11.611,01;12.913,17;1.302,15;6.804,20
17.11.2025 05:00;17.11.2025 05:15;11.794,03;12.948,36;1.154,33;6.994,93
17.11.2025 05:15;17.11.2025 05:30;12.015,17;12.979,13;963,95;7.298,35
17.11.2025 05:30;17.11.2025 05:45;12.394,09;13.199,66;805,57;7.661,67
17.11.2025 05:45;17.11.2025 06:00;12.903,61;13.361,45;457,84;8.132,15
17.11.2025 06:00;17.11.2025 06:15;13.714,74;14.277,15;562,41;9.039,07
17.11.2025 06:15;17.11.2025 06:30;14.463,95;14.645,96;182,01;9.846,32
17.11.2025 06:30;17.11.2025 06:45;15.042,51;15.066,82;24,31;10.468,20
17.11.2025 06:45;17.11.2025 07:00;15.447,37;15.454,14;6,77;10.892,06
17.11.2025 07:00;17.11.2025 07:15;15.908,83;15.913,55;4,73;11.321,76
17.11.2025 07:15;17.11.2025 07:30;16.244,49;16.255,81;11,31;11.514,72
17.11.2025 07:30;17.11.2025 07:45;16.390,11;16.401,81;11,70;11.751,79
17.11.2025 07:45;17.11.2025 08:00;16.584,72;16.588,41;3,69;11.883,58
17.11.2025 08:00;17.11.2025 08:15;16.903,57;16.904,26;0,69;12.295,20
17.11.2025 08:15;17.11.2025 08:30;17.080,06;17.080,83;0,77;12.374,67
17.11.2025 08:30;17.11.2025 08:45;17.233,96;17.235,71;1,75;12.505,10
17.11.2025 08:45;17.11.2025 09:00;17.251,84;17.253,10;1,26;12.443,22
17.11.2025 09:00;17.11.2025 09:15;17.158,07;17.158,89;0,82;12.054,33
17.11.2025 09:15;17.11.2025 09:30;17.220,21;17.221,71;1,50;11.959,87
17.11.2025 09:30;17.11.2025 09:45;17.419,37;17.421,00;1,63;11.950,99
17.11.2025 09:45;17.11.2025 10:00;17.485,62;17.487,24;1,63;11.829,87
17.11.2025 10:00;17.11.2025 10:15;17.430,63;17.432,26;1,63;11.598,58
17.11.2025 10:15;17.11.2025 10:30;17.465,83;17.467,46;1,63;11.367,27
17.11.2025 10:30;17.11.2025 10:45;17.551,85;17.553,94;2,08;11.317,87
17.11.2025 10:45;17.11.2025 11:00;17.639,40;17.641,86;2,47;11.105,33
17.11.2025 11:00;17.11.2025 11:15;17.630,45;17.632,40;1,95;10.664,47
17.11.2025 11:15;17.11.2025 11:30;17.759,07;17.773,07;14,00;10.390,26
17.11.2025 11:30;17.11.2025 11:45;17.917,20;17.953,12;35,91;10.380,32
17.11.2025 11:45;17.11.2025 12:00;17.997,52;18.051,06;53,54;10.209,87
17.11.2025 12:00;17.11.2025 12:15;17.854,67;17.948,62;93,95;9.942,24
17.11.2025 12:15;17.11.2025 12:30;17.835,90;17.923,43;87,53;9.789,23
17.11.2025 12:30;17.11.2025 12:45;17.906,47;18.048,63;142,16;9.491,36
17.11.2025 12:45;17.11.2025 13:00;17.940,26;18.157,03;216,77;9.478,72
17.11.2025 13:00;17.11.2025 13:15;17.849,37;18.106,54;257,17;9.203,20
17.11.2025 13:15;17.11.2025 13:30;17.789,37;18.085,98;296,60;9.266,35
17.11.2025 13:30;17.11.2025 13:45;17.689,90;18.013,57;323,68;9.077,38
17.11.2025 13:45;17.11.2025 14:00;17.545,75;17.977,90;432,15;9.102,35
17.11.2025 14:00;17.11.2025 14:15;17.501,46;17.892,58;391,11;9.237,01
17.11.2025 14:15;17.11.2025 14:30;17.440,89;17.676,51;235,62;9.339,71
17.11.2025 14:30;17.11.2025 14:45;17.358,69;17.520,70;162,00;9.485,05
17.11.2025 14:45;17.11.2025 15:00;17.168,56;17.281,53;112,97;9.663,82
17.11.2025 15:00;17.11.2025 15:15;17.289,77;17.404,64;114,88;10.255,47
17.11.2025 15:15;17.11.2025 15:30;17.163,40;17.230,33;66,93;10.533,96
17.11.2025 15:30;17.11.2025 15:45;17.051,72;17.094,67;42,94;10.779,24
17.11.2025 15:45;17.11.2025 16:00;16.985,44;17.023,55;38,11;10.951,19
17.11.2025 16:00;17.11.2025 16:15;17.091,25;17.139,77;48,52;11.284,27
17.11.2025 16:15;17.11.2025 16:30;17.086,59;17.123,97;37,38;11.340,31
17.11.2025 16:30;17.11.2025 16:45;17.136,09;17.148,96;12,87;11.365,25
17.11.2025 16:45;17.11.2025 17:00;17.302,69;17.333,39;30,70;11.487,97
17.11.2025 17:00;17.11.2025 17:15;17.598,95;17.697,31;98,36;11.775,83
17.11.2025 17:15;17.11.2025 17:30;17.722,50;17.796,59;74,09;11.873,07
17.11.2025 17:30;17.11.2025 17:45;17.795,11;17.843,69;48,58;11.967,06
17.11.2025 17:45;17.11.2025 18:00;17.661,65;17.673,81;12,16;11.788,02
17.11.2025 18:00;17.11.2025 18:15;17.470,45;17.472,11;1,65;11.643,89
17.11.2025 18:15;17.11.2025 18:30;17.290,13;17.291,63;1,50;11.443,57
17.11.2025 18:30;17.11.2025 18:45;17.173,34;17.174,79;1,45;11.314,94
17.11.2025 18:45;17.11.2025 19:00;17.055,68;17.057,19;1,51;11.271,23
17.11.2025 19:00;17.11.2025 19:15;16.921,18;16.922,62;1,45;11.119,83
17.11.2025 19:15;17.11.2025 19:30;16.750,71;16.752,20;1,49;10.944,84
17.11.2025 19:30;17.11.2025 19:45;16.775,10;16.776,58;1,48;10.923,74
17.11.2025 19:45;17.11.2025 20:00;16.677,85;16.679,54;1,69;10.820,74
17.11.2025 20:00;17.11.2025 20:15;16.374,76;16.376,73;1,97;10.401,19
17.11.2025 20:15;17.11.2025 20:30;16.158,77;16.228,02;69,24;10.088,22
17.11.2025 20:30;17.11.2025 20:45;15.942,64;16.030,91;88,27;9.824,49
17.11.2025 20:45;17.11.2025 21:00;15.787,62;15.883,29;95,67;9.584,10
17.11.2025 21:00;17.11.2025 21:15;15.525,47;15.569,57;44,11;9.185,69
17.11.2025 21:15;17.11.2025 21:30;15.451,25;15.587,68;136,43;8.970,77
17.11.2025 21:30;17.11.2025 21:45;15.301,08;15.583,27;282,20;8.793,51
17.11.2025 21:45;17.11.2025 22:00;15.094,44;15.549,48;455,04;8.778,44
17.11.2025 22:00;17.11.2025 22:15;14.652,28;14.872,57;220,29;8.559,03
17.11.2025 22:15;17.11.2025 22:30;14.529,84;14.708,44;178,60;8.441,84
17.11.2025 22:30;17.11.2025 22:45;14.288,00;14.636,54;348,54;8.260,44
17.11.2025 22:45;17.11.2025 23:00;13.972,53;14.448,02;475,49;7.991,09
17.11.2025 23:00;17.11.2025 23:15;13.619,15;13.884,26;265,11;7.491,49
17.11.2025 23:15;17.11.2025 23:30;13.419,96;13.882,01;462,06;7.234,58
17.11.2025 23:30;17.11.2025 23:45;13.289,50;13.811,71;522,21;7.118,60
17.11.2025 23:45;18.11.2025 00:00;13.088,29;13.697,46;609,18;6.816,24
18.11.2025 00:00;18.11.2025 00:15;12.748,00;13.412,24;664,23;6.232,72
18.11.2025 00:15;18.11.2025 00:30;12.551,37;13.127,71;576,33;5.976,38
18.11.2025 00:30;18.11.2025 00:45;12.584,86;13.591,11;1.006,25;6.012,96
18.11.2025 00:45;18.11.2025 01:00;12.668,54;13.651,62;983,08;5.943,30
18.11.2025 01:00;18.11.2025 01:15;12.635,59;13.649,27;1.013,68;5.858,10
18.11.2025 01:15;18.11.2025 01:30;12.277,08;13.362,61;1.085,53;5.745,02
18.11.2025 01:30;18.11.2025 01:45;12.367,88;13.451,15;1.083,27;5.748,30
18.11.2025 01:45;18.11.2025 02:00;12.533,85;13.628,75;1.094,90;5.748,79
18.11.2025 02:00;18.11.2025 02:15;12.385,52;13.641,58;1.256,07;5.708,58
18.11.2025 02:15;18.11.2025 02:30;12.371,06;13.606,86;1.235,80;5.622,44
18.11.2025 02:30;18.11.2025 02:45;12.286,39;13.661,55;1.375,16;5.498,73
18.11.2025 02:45;18.11.2025 03:00;12.239,51;13.635,85;1.396,34;5.531,87
18.11.2025 03:00;18.11.2025 03:15;12.194,02;13.626,85;1.432,83;5.471,43
18.11.2025 03:15;18.11.2025 03:30;12.287,46;13.701,38;1.413,92;5.558,83
18.11.2025 03:30;18.11.2025 03:45;12.311,38;13.704,40;1.393,03;5.567,98
18.11.2025 03:45;18.11.2025 04:00;12.422,17;13.778,21;1.356,05;5.535,27
18.11.2025 04:00;18.11.2025 04:15;12.459,97;13.813,59;1.353,62;5.630,00
18.11.2025 04:15;18.11.2025 04:30;12.669,55;14.003,87;1.334,31;5.686,31
18.11.2025 04:30;18.11.2025 04:45;12.774,27;14.090,96;1.316,69;5.805,58
18.11.2025 04:45;18.11.2025 05:00;12.809,79;14.102,69;1.292,90;5.974,53
18.11.2025 05:00;18.11.2025 05:15;13.284,73;14.633,65;1.348,92;6.415,87
18.11.2025 05:15;18.11.2025 05:30;13.649,27;14.960,39;1.311,13;6.771,68
18.11.2025 05:30;18.11.2025 05:45;13.922,09;15.071,70;1.149,61;7.167,09
18.11.2025 05:45;18.11.2025 06:00;14.112,15;15.091,05;978,91;7.451,42
18.11.2025 06:00;18.11.2025 06:15;14.750,25;15.684,37;934,12;7.991,33
18.11.2025 06:15;18.11.2025 06:30;15.410,07;15.902,15;492,07;8.565,58
18.11.2025 06:30;18.11.2025 06:45;15.818,11;15.941,75;123,64;9.092,99
18.11.2025 06:45;18.11.2025 07:00;16.238,85;16.312,51;73,66;9.604,02
18.11.2025 07:00;18.11.2025 07:15;16.806,49;16.823,67;17,17;10.182,69
18.11.2025 07:15;18.11.2025 07:30;16.967,87;16.990,00;22,13;10.376,94
18.11.2025 07:30;18.11.2025 07:45;17.087,83;17.091,53;3,70;10.466,77
18.11.2025 07:45;18.11.2025 08:00;17.290,32;17.293,65;3,33;10.597,64
18.11.2025 08:00;18.11.2025 08:15;17.730,46;17.733,70;3,24;10.743,19
18.11.2025 08:15;18.11.2025 08:30;17.818,47;17.822,15;3,68;10.567,08
18.11.2025 08:30;18.11.2025 08:45;17.940,59;17.949,08;8,49;10.542,46
18.11.2025 08:45;18.11.2025 09:00;17.845,33;17.913,73;68,40;10.298,21
18.11.2025 09:00;18.11.2025 09:15;17.566,99;17.573,59;6,60;9.880,50
18.11.2025 09:15;18.11.2025 09:30;17.639,49;17.647,11;7,62;9.705,35
18.11.2025 09:30;18.11.2025 09:45;17.667,28;17.757,21;89,93;9.500,52
18.11.2025 09:45;18.11.2025 10:00;17.847,05;17.985,23;138,18;9.387,45
18.11.2025 10:00;18.11.2025 10:15;17.941,15;18.006,31;65,16;9.113,04
18.11.2025 10:15;18.11.2025 10:30;17.923,14;18.046,81;123,66;8.976,05
18.11.2025 10:30;18.11.2025 10:45;17.884,41;18.183,35;298,94;8.805,16
18.11.2025 10:45;18.11.2025 11:00;17.806,79;18.189,63;382,84;8.612,43
18.11.2025 11:00;18.11.2025 11:15;17.939,99;18.183,87;243,87;8.362,54
18.11.2025 11:15;18.11.2025 11:30;18.077,12;18.458,33;381,21;8.175,84
18.11.2025 11:30;18.11.2025 11:45;18.187,37;18.737,32;549,95;8.222,61
18.11.2025 11:45;18.11.2025 12:00;17.956,24;18.514,56;558,33;8.210,61
18.11.2025 12:00;18.11.2025 12:15;17.678,04;18.151,86;473,82;7.982,63
18.11.2025 12:15;18.11.2025 12:30;17.542,92;17.967,20;424,28;8.013,55
18.11.2025 12:30;18.11.2025 12:45;17.450,21;17.932,24;482,02;7.997,86
18.11.2025 12:45;18.11.2025 13:00;17.362,52;17.866,37;503,85;7.950,71
18.11.2025 13:00;18.11.2025 13:15;17.369,04;17.798,73;429,70;8.057,99
18.11.2025 13:15;18.11.2025 13:30;17.298,99;17.724,03;425,03;8.117,94
18.11.2025 13:30;18.11.2025 13:45;17.255,72;17.572,79;317,07;8.300,41
18.11.2025 13:45;18.11.2025 14:00;17.100,26;17.437,40;337,15;8.363,76
18.11.2025 14:00;18.11.2025 14:15;17.040,58;17.388,77;348,19;8.693,22
18.11.2025 14:15;18.11.2025 14:30;16.989,78;17.160,97;171,19;8.981,18
18.11.2025 14:30;18.11.2025 14:45;16.930,95;17.061,59;130,64;9.485,43
18.11.2025 14:45;18.11.2025 15:00;16.503,75;16.520,00;16,26;9.598,99
18.11.2025 15:00;18.11.2025 15:15;16.756,40;16.822,17;65,77;10.286,49
18.11.2025 15:15;18.11.2025 15:30;16.665,61;16.691,80;26,19;10.495,98
18.11.2025 15:30;18.11.2025 15:45;16.591,16;16.596,84;5,68;10.767,27
18.11.2025 15:45;18.11.2025 16:00;16.594,11;16.597,04;2,93;11.045,43
18.11.2025 16:00;18.11.2025 16:15;16.708,57;16.711,06;2,49;11.333,58
18.11.2025 16:15;18.11.2025 16:30;16.782,13;16.783,92;1,79;11.646,94
18.11.2025 16:30;18.11.2025 16:45;17.046,33;17.046,99;0,66;11.865,78
18.11.2025 16:45;18.11.2025 17:00;17.218,08;17.218,67;0,58;11.972,67
18.11.2025 17:00;18.11.2025 17:15;17.397,66;17.398,16;0,51;12.153,98
18.11.2025 17:15;18.11.2025 17:30;17.577,61;17.578,12;0,50;12.291,26
18.11.2025 17:30;18.11.2025 17:45;17.486,68;17.487,18;0,50;12.074,60
18.11.2025 17:45;18.11.2025 18:00;17.407,42;17.407,93;0,52;11.865,21
18.11.2025 18:00;18.11.2025 18:15;17.447,37;17.447,87;0,50;11.825,20
18.11.2025 18:15;18.11.2025 18:30;17.460,76;17.462,11;1,35;11.780,32
18.11.2025 18:30;18.11.2025 18:45;17.412,84;17.414,56;1,72;11.622,98
18.11.2025 18:45;18.11.2025 19:00;17.369,56;17.370,75;1,20;11.632,62
18.11.2025 19:00;18.11.2025 19:15;17.218,58;17.219,71;1,13;11.561,35
18.11.2025 19:15;18.11.2025 19:30;16.994,10;16.995,32;1,22;11.370,49
18.11.2025 19:30;18.11.2025 19:45;16.979,55;16.980,63;1,08;11.272,95
18.11.2025 19:45;18.11.2025 20:00;16.780,91;16.786,38;5,47;11.026,35
18.11.2025 20:00;18.11.2025 20:15;16.562,63;16.567,58;4,95;10.807,56
18.11.2025 20:15;18.11.2025 20:30;16.233,65;16.238,59;4,94;10.566,72
18.11.2025 20:30;18.11.2025 20:45;16.011,57;16.017,77;6,21;10.438,27
18.11.2025 20:45;18.11.2025 21:00;15.795,55;15.801,85;6,29;10.252,45
18.11.2025 21:00;18.11.2025 21:15;15.621,55;15.630,41;8,86;10.003,67
18.11.2025 21:15;18.11.2025 21:30;15.394,61;15.446,61;52,00;9.785,89
18.11.2025 21:30;18.11.2025 21:45;15.207,55;15.259,51;51,96;9.633,54
18.11.2025 21:45;18.11.2025 22:00;14.868,84;14.959,26;90,42;9.383,35
18.11.2025 22:00;18.11.2025 22:15;14.623,33;14.678,43;55,09;9.250,62
18.11.2025 22:15;18.11.2025 22:30;14.470,04;14.571,19;101,15;9.080,40
18.11.2025 22:30;18.11.2025 22:45;14.220,94;14.513,40;292,46;8.850,32
18.11.2025 22:45;18.11.2025 23:00;14.007,51;14.365,23;357,72;8.668,29
18.11.2025 23:00;18.11.2025 23:15;13.746,26;14.083,19;336,94;8.380,85
18.11.2025 23:15;18.11.2025 23:30;13.469,60;14.009,84;540,24;8.070,23
18.11.2025 23:30;18.11.2025 23:45;13.221,41;13.911,81;690,40;7.867,09
18.11.2025 23:45;19.11.2025 00:00;13.049,23;13.857,49;808,26;7.705,99
