Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
15.11.2024 21:00;15.11.2024 21:15;15.118,25;15.150,00;31,75;10.641,75
15.11.2024 21:15;15.11.2024 21:30;14.958,00;15.002,00;44,00;10.408,00
15.11.2024 21:30;15.11.2024 21:45;14.755,25;14.865,50;110,25;10.186,25
15.11.2024 21:45;15.11.2024 22:00;14.596,50;14.861,00;264,50;10.010,75
15.11.2024 22:00;15.11.2024 22:15;14.378,00;14.412,50;34,50;9.998,00
15.11.2024 22:15;15.11.2024 22:30;14.209,00;14.221,50;12,50;9.804,00
15.11.2024 22:30;15.11.2024 22:45;13.996,75;14.005,00;8,25;9.605,75
15.11.2024 22:45;15.11.2024 23:00;13.797,75;13.851,25;53,50;9.426,50
15.11.2024 23:00;15.11.2024 23:15;13.467,25;13.482,75;15,50;9.059,25
15.11.2024 23:15;15.11.2024 23:30;13.265,00;13.309,25;44,25;8.869,75
15.11.2024 23:30;15.11.2024 23:45;13.159,75;13.201,00;41,25;8.812,50
15.11.2024 23:45;16.11.2024 00:00;13.023,00;13.177,00;154,00;8.700,00
16.11.2024 00:00;16.11.2024 00:15;12.601,75;12.656,75;55,00;8.194,00
16.11.2024 00:15;16.11.2024 00:30;12.504,25;12.598,00;93,75;8.011,00
16.11.2024 00:30;16.11.2024 00:45;12.435,25;12.589,25;154,00;7.752,50
16.11.2024 00:45;16.11.2024 01:00;12.371,75;12.580,50;208,75;7.587,00
16.11.2024 01:00;16.11.2024 01:15;12.207,25;12.488,50;281,25;7.241,50
16.11.2024 01:15;16.11.2024 01:30;12.066,00;12.160,25;94,25;7.139,25
16.11.2024 01:30;16.11.2024 01:45;12.039,25;12.193,50;154,25;7.066,50
16.11.2024 01:45;16.11.2024 02:00;11.980,75;12.206,50;225,75;6.954,50
16.11.2024 02:00;16.11.2024 02:15;11.865,50;12.199,25;333,75;6.851,25
16.11.2024 02:15;16.11.2024 02:30;11.869,50;12.119,00;249,50;6.802,25
16.11.2024 02:30;16.11.2024 02:45;11.871,00;12.093,50;222,50;6.716,25
16.11.2024 02:45;16.11.2024 03:00;11.880,00;12.161,00;281,00;6.677,25
16.11.2024 03:00;16.11.2024 03:15;11.839,00;12.030,50;191,50;6.500,00
16.11.2024 03:15;16.11.2024 03:30;11.759,25;11.970,75;211,50;6.358,50
16.11.2024 03:30;16.11.2024 03:45;11.760,50;12.046,00;285,50;6.355,00
16.11.2024 03:45;16.11.2024 04:00;11.781,25;12.075,00;293,75;6.358,50
16.11.2024 04:00;16.11.2024 04:15;11.912,50;12.625,75;713,25;6.452,00
16.11.2024 04:15;16.11.2024 04:30;11.994,25;12.815,25;821,00;6.502,00
16.11.2024 04:30;16.11.2024 04:45;11.956,75;12.773,25;816,50;6.437,25
16.11.2024 04:45;16.11.2024 05:00;11.955,75;12.830,25;874,50;6.354,00
16.11.2024 05:00;16.11.2024 05:15;12.135,50;12.899,00;763,50;6.632,00
16.11.2024 05:15;16.11.2024 05:30;12.148,00;12.976,75;828,75;6.634,00
16.11.2024 05:30;16.11.2024 05:45;12.210,50;12.982,00;771,50;6.624,75
16.11.2024 05:45;16.11.2024 06:00;12.325,75;13.055,50;729,75;6.746,50
16.11.2024 06:00;16.11.2024 06:15;12.427,00;13.280,50;853,50;6.538,75
16.11.2024 06:15;16.11.2024 06:30;12.522,75;13.147,50;624,75;6.591,25
16.11.2024 06:30;16.11.2024 06:45;12.534,25;13.049,75;515,50;6.605,75
16.11.2024 06:45;16.11.2024 07:00;12.614,25;13.028,75;414,50;6.784,00
16.11.2024 07:00;16.11.2024 07:15;12.778,25;13.206,50;428,25;7.107,25
16.11.2024 07:15;16.11.2024 07:30;12.878,00;13.043,25;165,25;7.185,75
16.11.2024 07:30;16.11.2024 07:45;13.088,75;13.214,25;125,50;7.320,75
16.11.2024 07:45;16.11.2024 08:00;13.196,50;13.279,50;83,00;7.369,00
16.11.2024 08:00;16.11.2024 08:15;13.368,75;13.467,25;98,50;7.328,75
16.11.2024 08:15;16.11.2024 08:30;13.524,00;13.591,25;67,25;7.335,75
16.11.2024 08:30;16.11.2024 08:45;13.756,25;13.818,75;62,50;7.355,00
16.11.2024 08:45;16.11.2024 09:00;13.890,50;14.040,50;150,00;7.280,50
16.11.2024 09:00;16.11.2024 09:15;14.058,75;14.232,25;173,50;7.223,75
16.11.2024 09:15;16.11.2024 09:30;14.241,50;14.538,00;296,50;7.175,50
16.11.2024 09:30;16.11.2024 09:45;14.334,00;14.695,00;361,00;7.068,50
16.11.2024 09:45;16.11.2024 10:00;14.506,00;14.997,75;491,75;7.037,00
16.11.2024 10:00;16.11.2024 10:15;14.726,50;15.332,25;605,75;6.936,75
16.11.2024 10:15;16.11.2024 10:30;14.909,25;15.545,50;636,25;6.843,75
16.11.2024 10:30;16.11.2024 10:45;15.045,50;15.860,50;815,00;6.814,50
16.11.2024 10:45;16.11.2024 11:00;15.095,25;15.860,50;765,25;6.711,50
16.11.2024 11:00;16.11.2024 11:15;15.104,75;15.784,00;679,25;6.582,25
16.11.2024 11:15;16.11.2024 11:30;15.114,50;15.737,00;622,50;6.454,50
16.11.2024 11:30;16.11.2024 11:45;15.135,50;15.881,00;745,50;6.365,25
16.11.2024 11:45;16.11.2024 12:00;15.059,25;15.823,75;764,50;6.273,50
16.11.2024 12:00;16.11.2024 12:15;15.060,50;15.616,25;555,75;6.226,50
16.11.2024 12:15;16.11.2024 12:30;14.983,00;15.628,25;645,25;6.141,00
16.11.2024 12:30;16.11.2024 12:45;14.955,50;15.647,75;692,25;6.155,50
16.11.2024 12:45;16.11.2024 13:00;14.856,75;15.637,75;781,00;6.228,75
16.11.2024 13:00;16.11.2024 13:15;14.855,50;15.565,75;710,25;6.300,50
16.11.2024 13:15;16.11.2024 13:30;14.748,25;15.405,75;657,50;6.353,50
16.11.2024 13:30;16.11.2024 13:45;14.653,25;15.217,50;564,25;6.406,75
16.11.2024 13:45;16.11.2024 14:00;14.523,25;15.040,25;517,00;6.427,25
16.11.2024 14:00;16.11.2024 14:15;14.535,50;15.140,00;604,50;6.545,50
16.11.2024 14:15;16.11.2024 14:30;14.348,50;14.854,50;506,00;6.585,75
16.11.2024 14:30;16.11.2024 14:45;14.211,75;14.557,25;345,50;6.731,25
16.11.2024 14:45;16.11.2024 15:00;14.103,75;14.330,00;226,25;6.876,25
16.11.2024 15:00;16.11.2024 15:15;14.174,00;14.404,25;230,25;7.171,00
16.11.2024 15:15;16.11.2024 15:30;14.154,50;14.247,00;92,50;7.341,00
16.11.2024 15:30;16.11.2024 15:45;14.274,25;14.335,50;61,25;7.596,50
16.11.2024 15:45;16.11.2024 16:00;14.306,00;14.363,50;57,50;7.770,00
16.11.2024 16:00;16.11.2024 16:15;14.396,00;14.498,75;102,75;7.811,25
16.11.2024 16:15;16.11.2024 16:30;14.473,75;14.512,25;38,50;7.842,00
16.11.2024 16:30;16.11.2024 16:45;14.653,50;14.667,50;14,00;8.031,25
16.11.2024 16:45;16.11.2024 17:00;14.849,25;14.852,25;3,00;8.347,25
16.11.2024 17:00;16.11.2024 17:15;15.194,25;15.196,50;2,25;8.726,00
16.11.2024 17:15;16.11.2024 17:30;15.286,25;15.288,50;2,25;8.734,25
16.11.2024 17:30;16.11.2024 17:45;15.308,00;15.310,25;2,25;8.771,00
16.11.2024 17:45;16.11.2024 18:00;15.336,75;15.339,00;2,25;8.755,00
16.11.2024 18:00;16.11.2024 18:15;15.243,50;15.245,50;2,00;8.423,75
16.11.2024 18:15;16.11.2024 18:30;15.172,50;15.174,50;2,00;8.357,75
16.11.2024 18:30;16.11.2024 18:45;15.064,25;15.073,00;8,75;8.277,75
16.11.2024 18:45;16.11.2024 19:00;14.933,75;14.944,25;10,50;8.172,25
16.11.2024 19:00;16.11.2024 19:15;14.753,25;14.755,00;1,75;7.801,00
16.11.2024 19:15;16.11.2024 19:30;14.726,25;14.728,75;2,50;7.691,75
16.11.2024 19:30;16.11.2024 19:45;14.614,50;14.627,00;12,50;7.433,25
16.11.2024 19:45;16.11.2024 20:00;14.489,00;14.616,75;127,75;7.191,75
16.11.2024 20:00;16.11.2024 20:15;14.421,25;14.481,50;60,25;7.198,75
16.11.2024 20:15;16.11.2024 20:30;14.186,75;14.237,50;50,75;7.024,75
16.11.2024 20:30;16.11.2024 20:45;13.960,75;14.038,25;77,50;6.657,75
16.11.2024 20:45;16.11.2024 21:00;13.743,75;13.818,50;74,75;6.352,50
16.11.2024 21:00;16.11.2024 21:15;13.652,00;13.687,00;35,00;6.259,25
16.11.2024 21:15;16.11.2024 21:30;13.465,75;13.487,25;21,50;6.028,50
16.11.2024 21:30;16.11.2024 21:45;13.305,75;13.320,75;15,00;5.836,00
16.11.2024 21:45;16.11.2024 22:00;13.236,75;13.252,75;16,00;5.712,00
16.11.2024 22:00;16.11.2024 22:15;13.153,25;13.162,75;9,50;5.842,50
16.11.2024 22:15;16.11.2024 22:30;12.991,25;13.004,50;13,25;5.663,75
16.11.2024 22:30;16.11.2024 22:45;12.812,25;12.819,75;7,50;5.477,00
16.11.2024 22:45;16.11.2024 23:00;12.660,25;12.672,75;12,50;5.281,75
16.11.2024 23:00;16.11.2024 23:15;12.568,75;12.581,50;12,75;5.276,00
16.11.2024 23:15;16.11.2024 23:30;12.276,00;12.288,75;12,75;5.043,50
16.11.2024 23:30;16.11.2024 23:45;11.887,00;11.903,25;16,25;4.692,25
16.11.2024 23:45;17.11.2024 00:00;11.674,00;11.741,75;67,75;4.473,25
17.11.2024 00:00;17.11.2024 00:15;11.499,00;11.523,00;24,00;4.063,50
17.11.2024 00:15;17.11.2024 00:30;11.387,75;11.409,75;22,00;3.876,25
17.11.2024 00:30;17.11.2024 00:45;11.249,75;11.308,25;58,50;3.760,25
17.11.2024 00:45;17.11.2024 01:00;11.096,00;11.191,00;95,00;3.763,75
17.11.2024 01:00;17.11.2024 01:15;10.939,50;10.955,00;15,50;3.738,25
17.11.2024 01:15;17.11.2024 01:30;10.802,25;10.847,25;45,00;3.519,50
17.11.2024 01:30;17.11.2024 01:45;10.871,25;10.941,75;70,50;3.620,25
17.11.2024 01:45;17.11.2024 02:00;10.656,50;10.844,75;188,25;3.470,25
17.11.2024 02:00;17.11.2024 02:15;10.622,00;11.044,50;422,50;3.337,50
17.11.2024 02:15;17.11.2024 02:30;10.596,00;11.170,75;574,75;3.174,50
17.11.2024 02:30;17.11.2024 02:45;10.574,00;11.292,75;718,75;3.186,75
17.11.2024 02:45;17.11.2024 03:00;10.550,25;11.419,50;869,25;3.155,25
17.11.2024 03:00;17.11.2024 03:15;10.616,75;11.655,25;1.038,50;3.232,25
17.11.2024 03:15;17.11.2024 03:30;10.568,25;11.600,75;1.032,50;3.072,25
17.11.2024 03:30;17.11.2024 03:45;10.640,75;11.672,25;1.031,50;3.071,50
17.11.2024 03:45;17.11.2024 04:00;10.658,00;11.789,75;1.131,75;3.018,25
17.11.2024 04:00;17.11.2024 04:15;10.752,75;11.993,00;1.240,25;3.077,50
17.11.2024 04:15;17.11.2024 04:30;10.767,25;12.006,75;1.239,50;3.065,75
17.11.2024 04:30;17.11.2024 04:45;10.746,25;11.964,75;1.218,50;2.984,00
17.11.2024 04:45;17.11.2024 05:00;10.732,75;12.055,75;1.323,00;2.892,75
17.11.2024 05:00;17.11.2024 05:15;10.732,00;11.658,75;926,75;2.858,75
17.11.2024 05:15;17.11.2024 05:30;10.777,00;11.928,50;1.151,50;2.897,50
17.11.2024 05:30;17.11.2024 05:45;10.800,75;12.007,50;1.206,75;3.025,75
17.11.2024 05:45;17.11.2024 06:00;10.786,75;12.022,00;1.235,25;2.994,75
17.11.2024 06:00;17.11.2024 06:15;10.814,00;11.794,75;980,75;2.778,25
17.11.2024 06:15;17.11.2024 06:30;10.929,50;12.032,00;1.102,50;2.743,75
17.11.2024 06:30;17.11.2024 06:45;11.028,75;12.042,75;1.014,00;2.854,75
17.11.2024 06:45;17.11.2024 07:00;11.182,75;12.154,75;972,00;2.990,50
17.11.2024 07:00;17.11.2024 07:15;11.335,75;12.353,00;1.017,25;3.126,25
17.11.2024 07:15;17.11.2024 07:30;11.478,75;12.447,75;969,00;3.100,00
17.11.2024 07:30;17.11.2024 07:45;11.650,50;12.513,75;863,25;3.197,25
17.11.2024 07:45;17.11.2024 08:00;11.753,00;12.529,50;776,50;3.223,50
17.11.2024 08:00;17.11.2024 08:15;11.919,50;12.352,50;433,00;3.267,00
17.11.2024 08:15;17.11.2024 08:30;12.142,00;12.445,00;303,00;3.411,75
17.11.2024 08:30;17.11.2024 08:45;12.520,75;12.808,50;287,75;3.673,50
17.11.2024 08:45;17.11.2024 09:00;12.713,00;13.032,75;319,75;3.690,75
17.11.2024 09:00;17.11.2024 09:15;12.829,50;13.124,50;295,00;3.676,75
17.11.2024 09:15;17.11.2024 09:30;13.027,25;13.382,50;355,25;3.608,50
17.11.2024 09:30;17.11.2024 09:45;13.281,00;13.822,75;541,75;3.606,75
17.11.2024 09:45;17.11.2024 10:00;13.467,25;14.108,50;641,25;3.484,50
17.11.2024 10:00;17.11.2024 10:15;13.756,75;14.429,75;673,00;3.628,50
17.11.2024 10:15;17.11.2024 10:30;13.862,25;14.603,50;741,25;3.573,25
17.11.2024 10:30;17.11.2024 10:45;13.860,50;14.672,75;812,25;3.378,50
17.11.2024 10:45;17.11.2024 11:00;13.998,75;14.801,50;802,75;3.322,50
17.11.2024 11:00;17.11.2024 11:15;14.190,75;14.861,75;671,00;3.597,75
17.11.2024 11:15;17.11.2024 11:30;14.415,50;15.214,00;798,50;3.606,75
17.11.2024 11:30;17.11.2024 11:45;14.561,25;15.421,75;860,50;3.755,50
17.11.2024 11:45;17.11.2024 12:00;14.577,00;15.473,25;896,25;3.745,25
17.11.2024 12:00;17.11.2024 12:15;14.517,75;15.448,00;930,25;3.616,50
17.11.2024 12:15;17.11.2024 12:30;14.467,25;15.388,75;921,50;3.631,75
17.11.2024 12:30;17.11.2024 12:45;14.337,75;15.161,00;823,25;3.631,00
17.11.2024 12:45;17.11.2024 13:00;14.205,00;15.094,50;889,50;3.662,50
17.11.2024 13:00;17.11.2024 13:15;14.387,00;15.159,00;772,00;4.063,25
17.11.2024 13:15;17.11.2024 13:30;14.290,75;14.954,75;664,00;4.075,00
17.11.2024 13:30;17.11.2024 13:45;14.194,25;14.747,75;553,50;4.153,00
17.11.2024 13:45;17.11.2024 14:00;14.148,00;14.712,50;564,50;4.265,75
17.11.2024 14:00;17.11.2024 14:15;14.098,75;14.726,25;627,50;4.240,00
17.11.2024 14:15;17.11.2024 14:30;13.984,25;14.476,00;491,75;4.356,25
17.11.2024 14:30;17.11.2024 14:45;14.009,50;14.396,00;386,50;4.574,50
17.11.2024 14:45;17.11.2024 15:00;14.026,75;14.366,00;339,25;4.746,75
17.11.2024 15:00;17.11.2024 15:15;14.039,75;14.301,00;261,25;4.831,75
17.11.2024 15:15;17.11.2024 15:30;14.065,50;14.216,50;151,00;5.071,00
17.11.2024 15:30;17.11.2024 15:45;14.130,50;14.225,75;95,25;5.200,50
17.11.2024 15:45;17.11.2024 16:00;14.184,25;14.271,25;87,00;5.318,00
17.11.2024 16:00;17.11.2024 16:15;14.349,75;14.551,50;201,75;5.569,25
17.11.2024 16:15;17.11.2024 16:30;14.384,25;14.468,25;84,00;5.840,25
17.11.2024 16:30;17.11.2024 16:45;14.534,00;14.540,75;6,75;6.114,25
17.11.2024 16:45;17.11.2024 17:00;14.594,25;14.597,50;3,25;6.303,75
17.11.2024 17:00;17.11.2024 17:15;14.824,50;14.827,25;2,75;6.238,75
17.11.2024 17:15;17.11.2024 17:30;15.052,25;15.060,50;8,25;6.089,75
17.11.2024 17:30;17.11.2024 17:45;15.213,75;15.218,75;5,00;6.172,00
17.11.2024 17:45;17.11.2024 18:00;15.396,25;15.400,50;4,25;6.226,75
17.11.2024 18:00;17.11.2024 18:15;15.147,25;15.155,00;7,75;6.070,50
17.11.2024 18:15;17.11.2024 18:30;15.085,00;15.172,75;87,75;5.968,75
17.11.2024 18:30;17.11.2024 18:45;14.982,25;15.041,75;59,50;5.815,25
17.11.2024 18:45;17.11.2024 19:00;14.870,25;14.955,75;85,50;5.748,75
17.11.2024 19:00;17.11.2024 19:15;14.740,75;14.869,50;128,75;5.647,75
17.11.2024 19:15;17.11.2024 19:30;14.618,25;14.780,25;162,00;5.547,25
17.11.2024 19:30;17.11.2024 19:45;14.471,00;14.632,75;161,75;5.366,75
17.11.2024 19:45;17.11.2024 20:00;14.316,50;14.541,25;224,75;5.222,50
17.11.2024 20:00;17.11.2024 20:15;14.091,75;14.271,00;179,25;5.182,25
17.11.2024 20:15;17.11.2024 20:30;13.881,00;14.156,25;275,25;4.957,00
17.11.2024 20:30;17.11.2024 20:45;13.848,50;14.099,25;250,75;5.007,00
17.11.2024 20:45;17.11.2024 21:00;13.739,00;14.092,75;353,75;4.997,00
17.11.2024 21:00;17.11.2024 21:15;13.592,00;13.839,25;247,25;4.815,50
17.11.2024 21:15;17.11.2024 21:30;13.511,75;13.607,50;95,75;4.828,75
17.11.2024 21:30;17.11.2024 21:45;13.356,00;13.465,75;109,75;4.754,75
17.11.2024 21:45;17.11.2024 22:00;13.278,00;13.430,50;152,50;4.691,00
17.11.2024 22:00;17.11.2024 22:15;13.286,50;13.507,75;221,25;5.064,25
17.11.2024 22:15;17.11.2024 22:30;13.145,75;13.258,75;113,00;4.940,25
17.11.2024 22:30;17.11.2024 22:45;12.966,00;13.116,25;150,25;4.687,25
17.11.2024 22:45;17.11.2024 23:00;12.762,25;12.992,50;230,25;4.364,75
17.11.2024 23:00;17.11.2024 23:15;12.671,00;13.015,50;344,50;4.332,25
17.11.2024 23:15;17.11.2024 23:30;12.363,00;12.722,25;359,25;4.021,25
17.11.2024 23:30;17.11.2024 23:45;12.285,25;12.780,25;495,00;3.912,00
17.11.2024 23:45;18.11.2024 00:00;12.090,75;12.689,50;598,75;3.789,00
18.11.2024 00:00;18.11.2024 00:15;12.116,00;12.893,75;777,75;3.665,25
18.11.2024 00:15;18.11.2024 00:30;12.048,25;12.778,75;730,50;3.472,00
18.11.2024 00:30;18.11.2024 00:45;11.911,25;12.749,50;838,25;3.383,50
18.11.2024 00:45;18.11.2024 01:00;11.772,25;12.621,00;848,75;3.370,50
18.11.2024 01:00;18.11.2024 01:15;11.644,50;12.679,25;1.034,75;3.297,00
18.11.2024 01:15;18.11.2024 01:30;11.633,25;12.570,75;937,50;3.301,25
18.11.2024 01:30;18.11.2024 01:45;11.605,75;12.578,00;972,25;3.301,25
18.11.2024 01:45;18.11.2024 02:00;11.597,75;12.517,75;920,00;3.211,75
18.11.2024 02:00;18.11.2024 02:15;11.583,75;12.769,50;1.185,75;3.077,75
18.11.2024 02:15;18.11.2024 02:30;11.583,75;12.752,25;1.168,50;3.008,25
18.11.2024 02:30;18.11.2024 02:45;11.591,00;12.770,75;1.179,75;3.038,00
18.11.2024 02:45;18.11.2024 03:00;11.577,00;12.805,50;1.228,50;3.119,25
18.11.2024 03:00;18.11.2024 03:15;11.469,25;12.674,00;1.204,75;3.016,25
18.11.2024 03:15;18.11.2024 03:30;11.406,75;12.671,50;1.264,75;2.934,00
18.11.2024 03:30;18.11.2024 03:45;11.463,75;12.769,00;1.305,25;2.866,00
18.11.2024 03:45;18.11.2024 04:00;11.556,00;12.778,75;1.222,75;2.984,25
18.11.2024 04:00;18.11.2024 04:15;11.943,50;13.230,50;1.287,00;3.287,25
18.11.2024 04:15;18.11.2024 04:30;12.077,25;13.322,25;1.245,00;3.360,50
18.11.2024 04:30;18.11.2024 04:45;12.199,25;13.431,25;1.232,00;3.591,25
18.11.2024 04:45;18.11.2024 05:00;12.356,50;13.519,25;1.162,75;3.900,75
18.11.2024 05:00;18.11.2024 05:15;12.698,00;13.810,25;1.112,25;4.074,50
18.11.2024 05:15;18.11.2024 05:30;12.844,25;13.867,25;1.023,00;4.204,75
18.11.2024 05:30;18.11.2024 05:45;13.200,25;14.071,75;871,50;4.598,25
18.11.2024 05:45;18.11.2024 06:00;13.567,25;14.187,25;620,00;4.972,25
18.11.2024 06:00;18.11.2024 06:15;14.499,25;15.276,50;777,25;5.881,25
18.11.2024 06:15;18.11.2024 06:30;15.017,00;15.457,25;440,25;6.608,75
18.11.2024 06:30;18.11.2024 06:45;15.369,75;15.651,75;282,00;7.013,25
18.11.2024 06:45;18.11.2024 07:00;15.698,75;15.919,25;220,50;7.394,75
18.11.2024 07:00;18.11.2024 07:15;16.262,50;16.603,00;340,50;7.992,50
18.11.2024 07:15;18.11.2024 07:30;16.556,00;16.633,75;77,75;8.272,75
18.11.2024 07:30;18.11.2024 07:45;16.791,50;16.800,75;9,25;8.517,00
18.11.2024 07:45;18.11.2024 08:00;17.077,00;17.089,00;12,00;8.788,25
18.11.2024 08:00;18.11.2024 08:15;17.153,00;17.157,50;4,50;8.818,75
18.11.2024 08:15;18.11.2024 08:30;17.341,50;17.342,75;1,25;8.992,25
18.11.2024 08:30;18.11.2024 08:45;17.488,25;17.489,25;1,00;9.044,75
18.11.2024 08:45;18.11.2024 09:00;17.569,00;17.570,50;1,50;8.856,00
18.11.2024 09:00;18.11.2024 09:15;17.555,00;17.556,50;1,50;8.792,25
18.11.2024 09:15;18.11.2024 09:30;17.635,00;17.636,50;1,50;8.725,25
18.11.2024 09:30;18.11.2024 09:45;17.690,25;17.692,25;2,00;8.540,25
18.11.2024 09:45;18.11.2024 10:00;17.743,25;17.746,00;2,75;8.356,00
18.11.2024 10:00;18.11.2024 10:15;17.717,00;17.721,00;4,00;8.094,75
18.11.2024 10:15;18.11.2024 10:30;17.823,50;17.829,00;5,50;8.195,25
18.11.2024 10:30;18.11.2024 10:45;17.839,25;17.845,25;6,00;8.069,50
18.11.2024 10:45;18.11.2024 11:00;17.884,25;17.890,00;5,75;8.072,75
18.11.2024 11:00;18.11.2024 11:15;17.785,00;17.790,75;5,75;8.117,50
18.11.2024 11:15;18.11.2024 11:30;17.815,75;17.821,25;5,50;8.190,25
18.11.2024 11:30;18.11.2024 11:45;17.848,75;17.854,25;5,50;8.147,25
18.11.2024 11:45;18.11.2024 12:00;17.896,00;17.902,00;6,00;8.137,75
18.11.2024 12:00;18.11.2024 12:15;17.822,25;17.835,25;13,00;8.020,75
18.11.2024 12:15;18.11.2024 12:30;17.798,50;17.804,00;5,50;8.000,00
18.11.2024 12:30;18.11.2024 12:45;17.882,00;17.944,25;62,25;8.068,75
18.11.2024 12:45;18.11.2024 13:00;17.968,25;18.034,50;66,25;8.285,75
18.11.2024 13:00;18.11.2024 13:15;17.702,75;17.772,50;69,75;8.079,75
18.11.2024 13:15;18.11.2024 13:30;17.656,25;17.667,00;10,75;8.134,25
18.11.2024 13:30;18.11.2024 13:45;17.671,25;17.676,75;5,50;8.309,75
18.11.2024 13:45;18.11.2024 14:00;17.612,50;17.618,75;6,25;8.503,25
18.11.2024 14:00;18.11.2024 14:15;17.734,25;17.839,50;105,25;8.895,50
18.11.2024 14:15;18.11.2024 14:30;17.671,25;17.680,75;9,50;9.020,00
18.11.2024 14:30;18.11.2024 14:45;17.619,25;17.622,75;3,50;9.237,25
18.11.2024 14:45;18.11.2024 15:00;17.585,75;17.587,50;1,75;9.612,50
18.11.2024 15:00;18.11.2024 15:15;17.609,50;17.699,25;89,75;9.941,25
18.11.2024 15:15;18.11.2024 15:30;17.580,75;17.622,25;41,50;10.155,00
18.11.2024 15:30;18.11.2024 15:45;17.512,25;17.513,50;1,25;10.597,25
18.11.2024 15:45;18.11.2024 16:00;17.440,25;17.441,00;0,75;10.792,50
18.11.2024 16:00;18.11.2024 16:15;17.434,00;17.510,25;76,25;10.909,00
18.11.2024 16:15;18.11.2024 16:30;17.525,25;17.588,00;62,75;10.940,50
18.11.2024 16:30;18.11.2024 16:45;17.754,75;17.780,25;25,50;11.170,75
18.11.2024 16:45;18.11.2024 17:00;18.028,25;18.061,50;33,25;11.274,75
18.11.2024 17:00;18.11.2024 17:15;18.203,75;18.230,75;27,00;11.329,50
18.11.2024 17:15;18.11.2024 17:30;18.217,50;18.234,75;17,25;11.427,75
18.11.2024 17:30;18.11.2024 17:45;18.274,75;18.278,50;3,75;11.657,00
18.11.2024 17:45;18.11.2024 18:00;18.248,75;18.249,75;1,00;11.688,75
18.11.2024 18:00;18.11.2024 18:15;18.036,75;18.045,50;8,75;11.309,50
18.11.2024 18:15;18.11.2024 18:30;17.913,75;17.936,75;23,00;11.195,75
18.11.2024 18:30;18.11.2024 18:45;17.788,75;17.789,75;1,00;11.129,00
18.11.2024 18:45;18.11.2024 19:00;17.718,50;17.719,50;1,00;11.185,75
18.11.2024 19:00;18.11.2024 19:15;17.646,50;17.647,50;1,00;11.122,00
18.11.2024 19:15;18.11.2024 19:30;17.488,00;17.489,00;1,00;11.208,50
18.11.2024 19:30;18.11.2024 19:45;17.317,75;17.318,75;1,00;11.051,75
18.11.2024 19:45;18.11.2024 20:00;17.180,25;17.219,00;38,75;10.901,50
18.11.2024 20:00;18.11.2024 20:15;16.961,50;17.004,25;42,75;10.787,50
18.11.2024 20:15;18.11.2024 20:30;16.737,00;16.824,25;87,25;10.807,25
18.11.2024 20:30;18.11.2024 20:45;16.572,75;16.637,25;64,50;10.730,00
18.11.2024 20:45;18.11.2024 21:00;16.279,25;16.380,25;101,00;10.604,25
18.11.2024 21:00;18.11.2024 21:15;16.016,75;16.030,25;13,50;10.498,50
18.11.2024 21:15;18.11.2024 21:30;15.832,75;15.860,25;27,50;10.422,75
18.11.2024 21:30;18.11.2024 21:45;15.512,00;15.633,75;121,75;10.216,00
18.11.2024 21:45;18.11.2024 22:00;15.261,25;15.445,25;184,00;10.135,50
18.11.2024 22:00;18.11.2024 22:15;14.991,75;15.034,50;42,75;9.958,00
18.11.2024 22:15;18.11.2024 22:30;14.781,75;14.866,75;85,00;9.699,75
18.11.2024 22:30;18.11.2024 22:45;14.506,50;14.605,75;99,25;9.535,50
18.11.2024 22:45;18.11.2024 23:00;14.250,25;14.374,75;124,50;9.420,25
18.11.2024 23:00;18.11.2024 23:15;13.951,50;14.031,75;80,25;9.258,00
18.11.2024 23:15;18.11.2024 23:30;13.667,25;13.854,50;187,25;9.139,75
18.11.2024 23:30;18.11.2024 23:45;13.480,75;13.708,50;227,75;9.090,50
18.11.2024 23:45;19.11.2024 00:00;13.219,50;13.543,75;324,25;8.861,25
19.11.2024 00:00;19.11.2024 00:15;13.092,75;13.809,25;716,50;8.657,00
19.11.2024 00:15;19.11.2024 00:30;12.992,75;13.783,25;790,50;8.652,25
19.11.2024 00:30;19.11.2024 00:45;12.880,25;13.771,50;891,25;8.624,75
19.11.2024 00:45;19.11.2024 01:00;12.651,00;13.689,00;1.038,00;8.374,50
19.11.2024 01:00;19.11.2024 01:15;12.608,25;13.664,00;1.055,75;8.238,75
19.11.2024 01:15;19.11.2024 01:30;12.517,00;13.581,50;1.064,50;8.020,75
19.11.2024 01:30;19.11.2024 01:45;12.441,75;13.649,75;1.208,00;7.891,00
19.11.2024 01:45;19.11.2024 02:00;12.340,25;13.580,00;1.239,75;7.845,75
19.11.2024 02:00;19.11.2024 02:15;12.310,75;13.473,25;1.162,50;7.961,75
19.11.2024 02:15;19.11.2024 02:30;12.297,25;13.473,25;1.176,00;7.980,50
19.11.2024 02:30;19.11.2024 02:45;12.112,00;13.299,25;1.187,25;7.816,25
19.11.2024 02:45;19.11.2024 03:00;12.121,25;13.321,25;1.200,00;7.837,25
19.11.2024 03:00;19.11.2024 03:15;12.164,25;13.465,25;1.301,00;7.852,25
19.11.2024 03:15;19.11.2024 03:30;12.169,25;13.398,75;1.229,50;7.822,50
